Hotel_ID,Hotel_Name,City,Hotel_Type,Star_Rating,Rooms,Base_Room_Rate
160490,Hotel_489,Jaipur,Luxury,3,354,38897.35
160491,Hotel_490,Goa,Boutique,3,24,1506.35
160492,Hotel_491,Bengaluru,Business,5,170,46723.7
160493,Hotel_492,Goa,Resort,4,861,7140.95
160494,Hotel_493,Singapore,Resort,4,1146,15822.91
160495,Hotel_494,Singapore,Luxury,3,803,40207.32
160496,Hotel_495,Mumbai,Boutique,4,529,12706.08
160497,Hotel_496,Dubai,Luxury,3,214,9236.47
160498,Hotel_497,Singapore,Boutique,3,595,47204.09
160499,Hotel_498,Dubai,Resort,5,525,7031.16
160500,Hotel_499,Goa,Budget,3,769,30379.59
160501,Hotel_500,London,Resort,4,706,25136.56
160502,Hotel_501,Jaipur,Business,4,931,1668.72
160503,Hotel_502,Goa,Budget,3,635,16713.13
160504,Hotel_503,Bengaluru,Boutique,5,1135,14184.41
160505,Hotel_504,Delhi,Boutique,2,77,2740.77
160506,Hotel_505,Goa,Boutique,3,516,18462.28
160507,Hotel_506,Dubai,Resort,5,1086,15164.36
160508,Hotel_507,Delhi,Budget,4,97,6051.24
160509,Hotel_508,Delhi,Budget,4,978,1445.63
160510,Hotel_509,Dubai,Boutique,5,157,44672.19
160511,Hotel_510,Jaipur,Business,4,135,44562.84
160512,Hotel_511,Mumbai,Luxury,5,433,16810.88
160513,Hotel_512,Dubai,Business,3,326,3728.18
160514,Hotel_513,Bengaluru,Budget,5,1054,14822.97
160515,Hotel_514,Jaipur,Luxury,3,190,10262.17
160516,Hotel_515,Goa,Boutique,3,179,30394.85
160517,Hotel_516,Dubai,Luxury,4,468,34700.21
160518,Hotel_517,Delhi,Luxury,4,478,10744.73
160519,Hotel_518,Jaipur,Resort,2,144,47104.06
160520,Hotel_519,Mumbai,Budget,2,280,24875.08
160521,Hotel_520,Goa,Resort,2,1017,34367.7
160522,Hotel_521,Mumbai,Resort,5,483,44812.82
160523,Hotel_522,Dubai,Business,3,962,29161.69
160524,Hotel_523,Goa,Luxury,3,139,16135.81
160525,Hotel_524,Mumbai,Boutique,4,431,42595.05
160526,Hotel_525,Delhi,Resort,4,679,30627.45
160527,Hotel_526,London,Business,3,44,14557.0
160528,Hotel_527,Singapore,Business,4,448,47952.59
160529,Hotel_528,Dubai,Resort,3,186,15198.61
160530,Hotel_529,London,Luxury,3,560,2369.66
160531,Hotel_530,Delhi,Resort,4,382,4833.03
160532,Hotel_531,Delhi,Resort,4,1187,31373.24
160533,Hotel_532,Delhi,Business,2,1019,23475.63
160534,Hotel_533,Mumbai,Budget,4,72,44619.37
160535,Hotel_534,Jaipur,Budget,3,240,27391.03
160536,Hotel_535,Goa,Budget,3,369,25508.04
160537,Hotel_536,Jaipur,Luxury,3,842,28967.43
160538,Hotel_537,Singapore,Resort,2,395,30276.64
160539,Hotel_538,Jaipur,Budget,3,871,6281.14
160540,Hotel_539,London,Boutique,3,309,49499.32
160541,Hotel_540,Goa,Budget,4,285,21331.48
160542,Hotel_541,Jaipur,Budget,5,722,42555.26
160543,Hotel_542,Goa,Business,4,372,36362.76
160544,Hotel_543,Bengaluru,Business,3,914,13908.28
160545,Hotel_544,Jaipur,Budget,2,123,32395.74
160546,Hotel_545,Mumbai,Boutique,3,1028,18352.31
160547,Hotel_546,Delhi,Business,5,468,19904.82
160548,Hotel_547,Goa,Boutique,4,448,48048.63
160549,Hotel_548,Mumbai,Luxury,4,158,13507.22
160550,Hotel_549,Dubai,Budget,3,436,23804.5
160551,Hotel_550,London,Luxury,3,1152,32425.4
160552,Hotel_551,Delhi,Budget,3,276,30977.55
160553,Hotel_552,London,Resort,2,796,37279.26
160554,Hotel_553,London,Budget,4,594,30192.99
160555,Hotel_554,Singapore,Resort,3,549,2481.42
160556,Hotel_555,Singapore,Boutique,3,855,35427.8
160557,Hotel_556,Delhi,Luxury,4,1042,47827.15
160558,Hotel_557,Singapore,Luxury,3,1136,37876.73
160559,Hotel_558,London,Budget,3,732,11852.57
160560,Hotel_559,Dubai,Resort,2,929,42678.61
160561,Hotel_560,London,Resort,3,452,25559.48
160562,Hotel_561,Goa,Resort,5,59,39009.62
160563,Hotel_562,Jaipur,Boutique,3,617,25563.91
160564,Hotel_563,Singapore,Budget,3,1056,4788.38
160565,Hotel_564,Delhi,Budget,4,157,21497.34
160566,Hotel_565,Jaipur,Budget,5,606,33318.8
160567,Hotel_566,Goa,Business,2,490,14485.01
160568,Hotel_567,Jaipur,Boutique,3,1054,38958.02
160569,Hotel_568,Jaipur,Luxury,5,33,43106.22
160570,Hotel_569,London,Budget,5,1132,49270.79
160571,Hotel_570,Goa,Resort,3,196,45714.12
160572,Hotel_571,Delhi,Resort,3,159,15334.67
160573,Hotel_572,Singapore,Boutique,5,852,40286.75
160574,Hotel_573,Goa,Business,3,440,1499.94
160575,Hotel_574,Jaipur,Business,4,29,21671.12
160576,Hotel_575,Bengaluru,Budget,4,917,8792.48
160577,Hotel_576,Jaipur,Luxury,3,657,17374.51
160578,Hotel_577,Delhi,Business,3,733,44762.9
160579,Hotel_578,Delhi,Luxury,3,1160,32968.61
160580,Hotel_579,Bengaluru,Boutique,3,540,47741.98
160581,Hotel_580,Mumbai,Resort,4,847,27543.03
160582,Hotel_581,Dubai,Budget,3,171,32284.48
160583,Hotel_582,London,Luxury,4,564,40169.38
160584,Hotel_583,Singapore,Budget,4,130,25069.55
160585,Hotel_584,Singapore,Boutique,4,616,25582.16
160586,Hotel_585,Jaipur,Luxury,3,528,12779.55
160587,Hotel_586,London,Budget,3,220,30791.97
160588,Hotel_587,Delhi,Resort,5,925,2893.63
160589,Hotel_588,Singapore,Resort,4,846,27858.9
160590,Hotel_589,Mumbai,Resort,3,168,49409.19
160591,Hotel_590,London,Boutique,2,450,29378.72
160592,Hotel_591,Jaipur,Business,3,857,14235.27
160593,Hotel_592,Singapore,Business,4,833,23338.23
160594,Hotel_593,Dubai,Luxury,5,517,10529.5
160595,Hotel_594,Mumbai,Business,3,337,14286.17
160596,Hotel_595,Delhi,Business,4,1030,24107.94
160597,Hotel_596,Delhi,Luxury,4,120,20740.34
160598,Hotel_597,Dubai,Boutique,3,935,45185.92
160599,Hotel_598,Jaipur,Budget,5,394,17155.05
160600,Hotel_599,Mumbai,Budget,3,253,38155.68
160601,Hotel_600,London,Resort,4,149,16289.19
160602,Hotel_601,London,Boutique,4,295,29788.47
160603,Hotel_602,London,Boutique,5,52,40460.58
160604,Hotel_603,Mumbai,Budget,5,1146,30880.69
160605,Hotel_604,Singapore,Resort,3,253,27744.18
160606,Hotel_605,Bengaluru,Boutique,3,892,12303.99
160607,Hotel_606,Goa,Business,3,508,9341.62
160608,Hotel_607,London,Budget,5,242,34415.52
160609,Hotel_608,Dubai,Business,3,1147,38748.0
160610,Hotel_609,Jaipur,Boutique,4,1066,16363.25
160611,Hotel_610,Mumbai,Luxury,3,337,14673.21
160612,Hotel_611,Mumbai,Boutique,3,102,22841.07
160613,Hotel_612,Mumbai,Business,4,640,16492.68
160614,Hotel_613,Bengaluru,Budget,3,977,26866.4
160615,Hotel_614,Singapore,Boutique,4,727,17645.81
160616,Hotel_615,Mumbai,Business,3,72,34236.01
160617,Hotel_616,Bengaluru,Business,3,1028,46290.43
160618,Hotel_617,Jaipur,Business,3,165,27450.04
160619,Hotel_618,Goa,Budget,5,1058,35366.07
160620,Hotel_619,Delhi,Boutique,5,620,43900.08
160621,Hotel_620,Bengaluru,Business,3,168,43117.25
160622,Hotel_621,Singapore,Luxury,4,141,31359.54
160623,Hotel_622,Dubai,Resort,2,587,34824.18
160624,Hotel_623,Mumbai,Resort,3,973,22688.32
160625,Hotel_624,Delhi,Budget,4,738,9137.79
160626,Hotel_625,Goa,Business,5,379,28151.87
160627,Hotel_626,Bengaluru,Luxury,5,421,39637.74
160628,Hotel_627,Goa,Luxury,3,1030,30396.94
160629,Hotel_628,Goa,Budget,4,1173,26647.12
160630,Hotel_629,Dubai,Resort,3,70,30154.55
160631,Hotel_630,London,Boutique,3,90,15395.3
160632,Hotel_631,Bengaluru,Luxury,3,392,5498.53
160633,Hotel_632,Singapore,Budget,3,255,17303.04
160634,Hotel_633,Goa,Luxury,5,1055,44374.53
160635,Hotel_634,Dubai,Luxury,4,171,38677.03
160636,Hotel_635,Bengaluru,Business,5,461,36349.64
160637,Hotel_636,Dubai,Luxury,3,253,32740.73
160638,Hotel_637,Delhi,Business,3,784,30647.66
160639,Hotel_638,Singapore,Business,3,771,15285.04
160640,Hotel_639,Bengaluru,Business,2,1032,30818.92
160641,Hotel_640,Goa,Resort,5,46,18368.17
160642,Hotel_641,Singapore,Business,3,819,10619.6
160643,Hotel_642,Singapore,Business,5,130,17948.83
160644,Hotel_643,Jaipur,Budget,3,964,35294.16
160645,Hotel_644,Bengaluru,Business,5,1020,48948.63
160646,Hotel_645,Delhi,Budget,2,371,15796.58
160647,Hotel_646,Bengaluru,Resort,3,501,33551.18
160648,Hotel_647,London,Luxury,5,566,47869.13
160649,Hotel_648,Goa,Boutique,4,466,34221.35
160650,Hotel_649,Goa,Luxury,2,38,38784.46
160651,Hotel_650,Dubai,Business,3,496,33224.25
160652,Hotel_651,Jaipur,Boutique,4,479,25102.92
160653,Hotel_652,London,Budget,4,796,22682.56
160654,Hotel_653,Delhi,Resort,4,971,4215.17
160655,Hotel_654,London,Business,3,578,2720.41
160656,Hotel_655,Delhi,Business,2,662,1753.17
160657,Hotel_656,Jaipur,Luxury,4,124,21894.26
160658,Hotel_657,London,Business,4,1050,10348.76
160659,Hotel_658,Dubai,Luxury,3,853,2133.08
160660,Hotel_659,Jaipur,Budget,4,497,19176.99
160661,Hotel_660,Jaipur,Resort,3,30,13222.38
160662,Hotel_661,Goa,Business,4,891,33837.06
160663,Hotel_662,London,Luxury,4,444,34430.66
160664,Hotel_663,Bengaluru,Luxury,4,1148,10461.62
160665,Hotel_664,Jaipur,Budget,3,100,45933.78
160666,Hotel_665,Mumbai,Luxury,3,271,7377.28
160667,Hotel_666,Delhi,Resort,5,1191,38308.34
160668,Hotel_667,Bengaluru,Luxury,4,672,41676.98
160669,Hotel_668,Dubai,Budget,3,706,14732.81
160670,Hotel_669,London,Luxury,4,971,30356.31
160671,Hotel_670,London,Budget,3,1122,10323.63
160672,Hotel_671,London,Resort,3,455,13378.54
160673,Hotel_672,Mumbai,Budget,4,53,16398.06
160674,Hotel_673,Jaipur,Budget,3,100,10669.56
160675,Hotel_674,Goa,Boutique,4,162,43719.17
160676,Hotel_675,London,Business,3,658,46927.99
160677,Hotel_676,London,Luxury,4,496,48872.05
160678,Hotel_677,Jaipur,Luxury,3,891,42491.85
160679,Hotel_678,Goa,Boutique,4,140,48488.03
160680,Hotel_679,Delhi,Boutique,2,735,39164.31
160681,Hotel_680,Delhi,Luxury,5,296,6927.03
160682,Hotel_681,Mumbai,Boutique,4,1191,35921.21
160683,Hotel_682,Delhi,Resort,2,202,40116.4
160684,Hotel_683,Delhi,Resort,4,1183,28868.64
160685,Hotel_684,London,Business,3,147,14235.79
160686,Hotel_685,Singapore,Resort,4,460,3909.01
160687,Hotel_686,Bengaluru,Resort,4,580,45735.88
160688,Hotel_687,Bengaluru,Luxury,3,834,46213.78
160689,Hotel_688,Singapore,Business,2,1175,26629.55
160690,Hotel_689,Mumbai,Luxury,3,893,3624.98
160691,Hotel_690,Delhi,Boutique,4,909,31192.16
160692,Hotel_691,Singapore,Business,2,1025,38729.72
160693,Hotel_692,Mumbai,Boutique,3,408,32090.95
160694,Hotel_693,Singapore,Boutique,4,448,36214.79
160695,Hotel_694,London,Boutique,2,152,32989.68
160696,Hotel_695,Singapore,Resort,4,83,4660.2
160697,Hotel_696,Singapore,Budget,5,279,28146.45
160698,Hotel_697,Bengaluru,Business,3,555,8706.54
160699,Hotel_698,Singapore,Luxury,4,399,26530.55
160700,Hotel_699,Bengaluru,Business,4,989,13301.67
160701,Hotel_700,Delhi,Luxury,4,217,25153.6
160702,Hotel_701,Goa,Business,4,460,28387.74
160703,Hotel_702,Delhi,Luxury,3,609,19757.19
160704,Hotel_703,Bengaluru,Business,3,59,13704.45
160705,Hotel_704,Bengaluru,Luxury,3,1184,28151.16
160706,Hotel_705,Goa,Budget,4,1007,32179.21
160707,Hotel_706,Goa,Business,5,899,22848.8
160708,Hotel_707,Goa,Budget,5,649,43364.89
160709,Hotel_708,London,Budget,4,792,23083.75
160710,Hotel_709,Jaipur,Boutique,3,577,38298.76
160711,Hotel_710,Goa,Boutique,4,348,38726.39
160712,Hotel_711,London,Boutique,2,703,9030.96
160713,Hotel_712,Goa,Budget,3,257,40877.83
160714,Hotel_713,London,Luxury,4,58,22640.81
160715,Hotel_714,Singapore,Boutique,4,128,12668.51
160716,Hotel_715,London,Budget,3,435,25370.17
160717,Hotel_716,Delhi,Budget,3,919,39109.42
160718,Hotel_717,Singapore,Budget,5,1056,41774.19
160719,Hotel_718,Goa,Business,5,1027,4556.73
160720,Hotel_719,Delhi,Luxury,3,543,13380.41
160721,Hotel_720,Goa,Budget,2,187,28160.34
160722,Hotel_721,Dubai,Boutique,4,223,14255.06
160723,Hotel_722,Mumbai,Business,4,955,9104.37
160724,Hotel_723,Goa,Boutique,5,371,21966.74
160725,Hotel_724,Bengaluru,Boutique,3,255,11801.07
160726,Hotel_725,Mumbai,Boutique,3,372,19986.57
160727,Hotel_726,London,Business,4,1198,35770.93
160728,Hotel_727,Bengaluru,Resort,4,1055,49847.51
160729,Hotel_728,Goa,Business,3,895,49107.95
160730,Hotel_729,Dubai,Business,4,467,17106.3
160731,Hotel_730,Goa,Boutique,3,1053,7641.11
160732,Hotel_731,Mumbai,Boutique,3,738,32368.23
160733,Hotel_732,Delhi,Luxury,5,285,18423.92
160734,Hotel_733,London,Resort,3,839,36665.79
160735,Hotel_734,Singapore,Boutique,3,84,25865.37
160736,Hotel_735,Jaipur,Resort,3,538,8792.11
160737,Hotel_736,Jaipur,Budget,4,723,41579.31
160738,Hotel_737,London,Boutique,4,371,2593.56
160739,Hotel_738,Singapore,Resort,3,1038,32187.17
160740,Hotel_739,Goa,Boutique,3,990,16776.89
160741,Hotel_740,Mumbai,Resort,4,512,3484.95
160742,Hotel_741,Mumbai,Boutique,3,627,44383.94
160743,Hotel_742,Delhi,Boutique,3,1018,42246.41
160744,Hotel_743,Singapore,Business,4,795,2244.34
160745,Hotel_744,Dubai,Budget,4,780,14804.29
160746,Hotel_745,Jaipur,Budget,3,498,48401.72
160747,Hotel_746,Goa,Resort,3,950,9510.92
160748,Hotel_747,London,Luxury,4,357,48868.56
160749,Hotel_748,Dubai,Luxury,4,308,26856.93
160750,Hotel_749,London,Resort,3,267,31245.3
160751,Hotel_750,Delhi,Resort,5,535,33094.51
160752,Hotel_751,Goa,Luxury,4,35,31759.15
160753,Hotel_752,Mumbai,Boutique,2,95,32173.86
160754,Hotel_753,London,Business,3,656,31340.77
160755,Hotel_754,Goa,Resort,5,686,41164.32
160756,Hotel_755,Goa,Business,4,1163,24928.5
160757,Hotel_756,Mumbai,Luxury,4,1099,3060.24
160758,Hotel_757,Singapore,Resort,4,138,37293.96
160759,Hotel_758,Goa,Budget,3,1102,23949.49
160760,Hotel_759,Jaipur,Budget,3,575,17580.87
160761,Hotel_760,Mumbai,Boutique,3,157,8572.27
160762,Hotel_761,Dubai,Luxury,4,1026,30129.88
160763,Hotel_762,Goa,Business,3,683,26896.39
160764,Hotel_763,London,Luxury,4,767,13921.35
160765,Hotel_764,Delhi,Business,2,468,41640.23
160766,Hotel_765,Delhi,Business,3,908,42751.95
160767,Hotel_766,Goa,Budget,3,1188,40157.91
160768,Hotel_767,Mumbai,Business,5,1089,47884.82
160769,Hotel_768,Delhi,Boutique,2,627,25031.27
160770,Hotel_769,Delhi,Budget,3,828,35902.27
160771,Hotel_770,London,Boutique,3,995,6473.3
160772,Hotel_771,London,Budget,4,486,8908.12
160773,Hotel_772,Bengaluru,Business,4,177,32439.68
160774,Hotel_773,Delhi,Business,5,316,7874.19
160775,Hotel_774,Mumbai,Boutique,3,203,33263.51
160776,Hotel_775,London,Business,4,908,5794.14
160777,Hotel_776,Goa,Business,2,738,26029.86
160778,Hotel_777,Bengaluru,Luxury,2,1072,35663.78
160779,Hotel_778,Goa,Resort,5,953,35026.11
160780,Hotel_779,London,Boutique,3,620,11824.48
160781,Hotel_780,Goa,Luxury,3,937,41795.65
160782,Hotel_781,Singapore,Budget,2,744,18798.88
160783,Hotel_782,Jaipur,Luxury,3,512,20617.58
160784,Hotel_783,Dubai,Boutique,5,67,9875.42
160785,Hotel_784,Bengaluru,Business,5,446,39371.21
160786,Hotel_785,Jaipur,Budget,4,764,18877.88
160787,Hotel_786,Jaipur,Budget,3,830,16260.31
160788,Hotel_787,Dubai,Resort,3,585,33275.59
160789,Hotel_788,Dubai,Resort,5,59,31313.73
160790,Hotel_789,London,Resort,2,998,21723.63
160791,Hotel_790,Mumbai,Budget,3,461,28885.97
160792,Hotel_791,Delhi,Luxury,4,656,19903.61
160793,Hotel_792,Dubai,Budget,3,590,6952.06
160794,Hotel_793,Dubai,Resort,3,970,19764.06
160795,Hotel_794,Jaipur,Luxury,3,296,5551.25
160796,Hotel_795,Goa,Luxury,4,625,48620.07
160797,Hotel_796,London,Business,3,723,38961.1
160798,Hotel_797,Mumbai,Boutique,2,103,8551.43
160799,Hotel_798,Goa,Boutique,4,1019,17006.85
160800,Hotel_799,London,Boutique,3,1102,40491.1
160801,Hotel_800,Goa,Budget,3,497,28744.07
160802,Hotel_801,Goa,Budget,3,468,10405.17
160803,Hotel_802,Bengaluru,Luxury,4,1178,47999.26
160804,Hotel_803,Bengaluru,Boutique,3,372,17514.43
160805,Hotel_804,Goa,Resort,5,238,13471.99
160806,Hotel_805,Dubai,Business,4,473,35962.64
160807,Hotel_806,London,Boutique,5,452,8533.01
160808,Hotel_807,Jaipur,Budget,5,807,33522.08
160809,Hotel_808,Dubai,Boutique,3,1085,2907.5
160810,Hotel_809,Delhi,Resort,4,564,8879.35
160811,Hotel_810,Mumbai,Budget,4,912,1605.51
160812,Hotel_811,Mumbai,Boutique,4,1199,21187.2
160813,Hotel_812,Jaipur,Luxury,2,1192,39834.65
160814,Hotel_813,Mumbai,Boutique,4,896,1682.47
160815,Hotel_814,Dubai,Business,3,779,28055.05
160816,Hotel_815,Delhi,Resort,4,322,14822.53
160817,Hotel_816,Jaipur,Budget,4,344,6213.37
160818,Hotel_817,Bengaluru,Budget,4,647,40386.66
160819,Hotel_818,Singapore,Resort,5,533,1344.22
160820,Hotel_819,London,Luxury,5,47,13370.92
160821,Hotel_820,Mumbai,Budget,3,1038,18183.16
160822,Hotel_821,Goa,Boutique,4,374,16920.4
160823,Hotel_822,Goa,Luxury,5,829,21239.95
160824,Hotel_823,Mumbai,Boutique,4,1060,49744.48
160825,Hotel_824,Dubai,Budget,5,26,9049.25
160826,Hotel_825,Delhi,Luxury,4,689,31894.96
160827,Hotel_826,Bengaluru,Budget,2,708,8503.92
160828,Hotel_827,Dubai,Resort,3,251,32324.28
160829,Hotel_828,London,Boutique,2,538,29592.95
160830,Hotel_829,London,Resort,4,611,7090.53
160831,Hotel_830,Goa,Luxury,4,508,27196.58
160832,Hotel_831,Delhi,Luxury,2,419,32913.66
160833,Hotel_832,Bengaluru,Luxury,5,693,49355.21
160834,Hotel_833,Singapore,Budget,4,1008,42164.84
160835,Hotel_834,Delhi,Luxury,4,336,3755.38
160836,Hotel_835,Jaipur,Resort,4,124,32962.49
160837,Hotel_836,London,Luxury,5,597,30840.88
160838,Hotel_837,Jaipur,Resort,3,1056,33560.47
160839,Hotel_838,Mumbai,Budget,4,213,16309.74
160840,Hotel_839,Goa,Resort,4,1120,28800.11
160841,Hotel_840,Goa,Business,3,1176,25435.88
160842,Hotel_841,London,Resort,3,81,40829.5
160843,Hotel_842,Jaipur,Resort,5,976,10465.16
160844,Hotel_843,Goa,Budget,2,503,10261.23
160845,Hotel_844,Mumbai,Boutique,3,731,5927.42
160846,Hotel_845,Mumbai,Boutique,4,662,22663.33
160847,Hotel_846,Delhi,Resort,5,525,37668.76
160848,Hotel_847,Bengaluru,Luxury,3,499,42454.16
160849,Hotel_848,Goa,Business,5,56,35683.68
160850,Hotel_849,Goa,Resort,4,526,23029.39
160851,Hotel_850,Goa,Luxury,2,463,45692.72
160852,Hotel_851,London,Business,4,845,11341.93
160853,Hotel_852,Mumbai,Budget,3,769,37637.72
160854,Hotel_853,Dubai,Business,5,50,8459.78
160855,Hotel_854,Delhi,Budget,3,1185,13625.71
160856,Hotel_855,Jaipur,Resort,3,459,35126.84
160857,Hotel_856,Delhi,Luxury,5,538,37551.41
160858,Hotel_857,Mumbai,Business,3,773,13344.1
160859,Hotel_858,Dubai,Resort,5,662,25359.36
160860,Hotel_859,Goa,Budget,3,108,1828.42
160861,Hotel_860,Singapore,Boutique,2,483,5140.36
160862,Hotel_861,Delhi,Business,3,872,46336.65
160863,Hotel_862,Bengaluru,Boutique,2,1134,18774.38
160864,Hotel_863,Dubai,Business,3,541,32436.41
160865,Hotel_864,Dubai,Luxury,2,486,46961.96
160866,Hotel_865,Mumbai,Resort,4,146,8161.71
160867,Hotel_866,Bengaluru,Budget,3,1051,1744.44
160868,Hotel_867,Dubai,Resort,2,807,38440.26
160869,Hotel_868,Bengaluru,Business,4,349,34190.48
160870,Hotel_869,London,Budget,4,1071,44826.93
160871,Hotel_870,Singapore,Luxury,3,72,27965.72
160872,Hotel_871,Jaipur,Budget,4,1075,22659.96
160873,Hotel_872,London,Resort,5,150,27136.18
160874,Hotel_873,Goa,Luxury,4,1081,49071.23
160875,Hotel_874,Singapore,Resort,2,220,13434.41
160876,Hotel_875,Bengaluru,Budget,4,589,20982.7
160877,Hotel_876,Singapore,Business,3,481,27268.43
160878,Hotel_877,Jaipur,Boutique,5,241,20317.82
160879,Hotel_878,Goa,Business,4,555,27381.24
160880,Hotel_879,Jaipur,Resort,2,934,5048.7
160881,Hotel_880,Delhi,Resort,4,616,23352.08
160882,Hotel_881,Singapore,Luxury,4,623,33280.89
160883,Hotel_882,Delhi,Boutique,4,546,11867.45
160884,Hotel_883,Mumbai,Boutique,5,912,14956.26
160885,Hotel_884,Bengaluru,Resort,4,390,30032.06
160886,Hotel_885,Bengaluru,Resort,3,30,42951.64
160887,Hotel_886,London,Luxury,4,293,49162.0
160888,Hotel_887,Delhi,Business,4,528,31420.17
160889,Hotel_888,Dubai,Boutique,4,442,47167.17
160890,Hotel_889,Mumbai,Resort,4,725,30115.26
160891,Hotel_890,Mumbai,Resort,3,938,46688.53
160892,Hotel_891,Dubai,Boutique,5,1015,31388.73
160893,Hotel_892,Singapore,Business,4,507,29208.65
160894,Hotel_893,Delhi,Business,3,456,21342.89
160895,Hotel_894,Bengaluru,Business,5,1178,24935.06
160896,Hotel_895,Dubai,Budget,3,932,47345.18
160897,Hotel_896,Jaipur,Budget,2,778,7328.8
160898,Hotel_897,Singapore,Business,3,638,12653.63
160899,Hotel_898,Dubai,Business,4,1166,21409.25
160900,Hotel_899,Mumbai,Business,4,468,10592.51
160901,Hotel_900,Mumbai,Luxury,4,1199,10672.12
160902,Hotel_901,Dubai,Resort,3,530,18514.89
160903,Hotel_902,Jaipur,Budget,3,124,19470.55
160904,Hotel_903,Delhi,Budget,3,1028,13194.49
160905,Hotel_904,Bengaluru,Resort,4,633,25360.21
160906,Hotel_905,Dubai,Luxury,4,449,20332.37
160907,Hotel_906,Mumbai,Boutique,2,694,13350.14
160908,Hotel_907,Dubai,Resort,3,655,49290.34
160909,Hotel_908,Mumbai,Budget,4,658,39336.23
160910,Hotel_909,London,Business,4,758,18230.59
160911,Hotel_910,London,Luxury,4,802,21633.56
160912,Hotel_911,Dubai,Business,2,1020,49408.26
160913,Hotel_912,Delhi,Resort,2,970,34614.45
160914,Hotel_913,Jaipur,Boutique,4,132,49210.13
160915,Hotel_914,Goa,Business,4,867,45755.01
160916,Hotel_915,Bengaluru,Boutique,4,441,27088.74
160917,Hotel_916,Goa,Boutique,3,399,45668.23
160918,Hotel_917,Bengaluru,Resort,4,902,32302.9
160919,Hotel_918,Dubai,Business,5,1038,31021.28
160920,Hotel_919,Singapore,Budget,4,1180,38718.89
160921,Hotel_920,Bengaluru,Budget,4,569,47810.13
160922,Hotel_921,Jaipur,Resort,3,365,15357.39
160923,Hotel_922,Mumbai,Resort,4,1163,11668.5
160924,Hotel_923,Goa,Business,2,726,29457.52
160925,Hotel_924,Jaipur,Luxury,4,544,31550.61
160926,Hotel_925,Delhi,Budget,4,324,44956.8
160927,Hotel_926,Mumbai,Business,3,326,24092.59
160928,Hotel_927,Goa,Budget,4,125,40207.91
160929,Hotel_928,Jaipur,Resort,4,675,26989.43
160930,Hotel_929,Mumbai,Boutique,4,1042,44957.57
160931,Hotel_930,Singapore,Boutique,2,760,22517.55
160932,Hotel_931,Singapore,Luxury,4,678,5226.89
160933,Hotel_932,Bengaluru,Business,3,792,38151.89
160934,Hotel_933,Goa,Budget,4,46,25075.45
160935,Hotel_934,Jaipur,Luxury,3,1134,46528.2
160936,Hotel_935,Mumbai,Boutique,5,756,20218.69
160937,Hotel_936,Bengaluru,Luxury,4,447,6347.64
160938,Hotel_937,Dubai,Luxury,3,566,6227.8
160939,Hotel_938,Goa,Luxury,4,266,35294.63
160940,Hotel_939,London,Luxury,2,110,21179.65
160941,Hotel_940,Delhi,Business,4,1024,33048.19
160942,Hotel_941,Bengaluru,Boutique,4,944,46533.99
160943,Hotel_942,London,Budget,4,629,49782.72
160944,Hotel_943,Bengaluru,Resort,5,802,9870.46
160945,Hotel_944,Jaipur,Boutique,5,677,25819.56
160946,Hotel_945,Jaipur,Boutique,3,593,22832.2
160947,Hotel_946,Bengaluru,Luxury,3,1003,6686.45
160948,Hotel_947,Bengaluru,Budget,5,434,2301.16
160949,Hotel_948,Singapore,Boutique,3,70,34983.77
160950,Hotel_949,Goa,Budget,4,209,35243.41
160951,Hotel_950,Jaipur,Resort,2,486,32306.93
160952,Hotel_951,Delhi,Budget,2,343,17139.53
160953,Hotel_952,Dubai,Boutique,5,384,39726.9
160954,Hotel_953,London,Business,2,327,13436.0
160955,Hotel_954,Jaipur,Budget,3,878,26828.61
160956,Hotel_955,Bengaluru,Luxury,4,657,18048.27
160957,Hotel_956,Delhi,Boutique,3,259,38357.68
160958,Hotel_957,Singapore,Luxury,2,737,17465.74
160959,Hotel_958,Bengaluru,Boutique,2,730,44035.79
160960,Hotel_959,Bengaluru,Luxury,3,45,42813.91
160961,Hotel_960,Dubai,Luxury,2,738,9964.74
160962,Hotel_961,Dubai,Resort,4,1171,16482.57
160963,Hotel_962,Bengaluru,Budget,3,460,30450.9
160964,Hotel_963,London,Budget,3,75,4342.35
160965,Hotel_964,London,Resort,2,152,29090.41
160966,Hotel_965,Delhi,Boutique,3,720,22382.54
160967,Hotel_966,Goa,Boutique,3,927,19427.98
160968,Hotel_967,Jaipur,Luxury,3,879,49318.67
160969,Hotel_968,Dubai,Budget,2,696,40340.9
160970,Hotel_969,Bengaluru,Business,3,905,39236.35
160971,Hotel_970,Mumbai,Budget,5,823,3506.32
160972,Hotel_971,Delhi,Resort,2,534,20999.26
160973,Hotel_972,Singapore,Business,3,97,41891.9
160974,Hotel_973,Goa,Budget,2,188,22202.9
160975,Hotel_974,London,Boutique,3,88,15185.11
160976,Hotel_975,Delhi,Resort,4,459,16876.95
160977,Hotel_976,Bengaluru,Luxury,4,92,8567.91
160978,Hotel_977,Jaipur,Luxury,5,1099,19982.43
160979,Hotel_978,Goa,Business,2,1145,39169.99
160980,Hotel_979,Singapore,Budget,4,206,46297.27
160981,Hotel_980,London,Resort,5,312,11827.28
160982,Hotel_981,Delhi,Resort,4,30,49040.27
