Booking_ID,Guest_ID,Hotel_ID,Booking_Date,Checkin_Date,Nights,Rooms_Booked,Channel,Status,Room_Rate,Discount_Pct
20033267,1538435.0,160881.0,2023-06-19 01:31:06,2025-04-14 16:47:29,6,1,App,Confirmed,15800.06,0
20033268,1521327.0,160874.0,2023-05-06 17:35:28,2025-01-30 02:32:26,5,4,Corporate,Completed,9366.15,15
20033269,1516189.0,161898.0,2025-09-01 17:24:24,2024-10-14 17:32:14,12,2,App,Confirmed,42133.46,20
20033270,,160627.0,2025-11-01 14:04:29,2024-05-06 01:30:13,8,1,App,Confirmed,2667.83,5
20033271,1506388.0,160255.0,2024-10-29 01:33:12,2025-03-07 21:18:19,3,2,App,Confirmed,12896.9,15
20033272,1539182.0,160453.0,2024-10-10 21:10:13,2024-08-02 18:20:17,7,4,Travel Agent,Confirmed,9806.12,15
20033273,1517956.0,161125.0,2025-06-24 01:27:39,2024-05-16 21:48:07,5,2,OTA,Confirmed,3696.96,20
20033274,1509880.0,161822.0,2024-05-17 19:14:59,2024-03-10 07:03:37,13,1,OTA,Completed,31474.66,20
20033275,1500040.0,160524.0,2024-01-13 15:13:22,2024-10-08 02:57:59,2,1,Website,Confirmed,2686.24,25
20033276,1517523.0,160155.0,2024-10-17 10:30:47,2024-09-28 11:31:11,4,1,App,Confirmed,12943.04,25
20033277,1502540.0,161028.0,2025-04-26 16:03:55,2025-06-21 19:19:57,10,3,Corporate,Confirmed,22379.16,5
20033278,1505428.0,161413.0,2023-04-30 15:21:21,2025-08-18 05:35:53,11,2,OTA,No Show,41431.36,5
20033279,1505811.0,160914.0,2025-04-20 11:10:25,2023-08-26 09:41:03,2,3,App,Confirmed,26877.53,5
20033280,1504706.0,161414.0,2024-05-02 05:36:53,2023-10-08 03:38:41,8,3,Website,Confirmed,27385.52,25
20033281,1508671.0,161566.0,2024-03-22 17:09:02,2024-07-14 10:06:10,13,4,App,No Show,34503.51,15
20033282,1519927.0,160012.0,2023-10-18 16:34:04,2024-09-03 01:56:48,4,4,Website,Confirmed,3253.14,20
20033283,1505244.0,160467.0,2024-05-26 13:54:14,2024-03-15 06:01:18,6,3,App ,Cancelled,39209.96,0
20033284,1517933.0,161952.0,2023-05-05 21:36:37,2025-09-17 21:42:20,14,1,Travel Agent,Completed,5627.21,0
20033285,1512661.0,161793.0,2024-03-26 04:34:07,2025-01-18 16:11:55,5,2,Corporate,Completed,6407.24,5
20033286,1503126.0,160698.0,2023-11-03 03:00:57,2023-06-20 17:08:43,6,3,App,Confirmed,17242.81,0
20033287,1539653.0,,2025-01-18 01:30:52,2024-12-18 16:26:54,10,2,Website,Confirmed,35253.91,10
20033288,1509348.0,161579.0,2023-04-09 21:10:10,2023-11-21 16:11:31,6,3,Corporate,Confirmed,1827.83,10
20033289,1524438.0,160483.0,2023-03-07 16:38:37,2024-07-13 04:57:44,10,4,Corporate,Completed,34047.33,5
20033290,1522084.0,160057.0,2023-04-10 12:46:36,2024-02-19 03:11:10,7,2,Website,Confirmed,38071.24,15
20033291,1534611.0,161662.0,2025-09-06 16:26:49,2024-03-29 02:17:33,1,1,Website,Completed,26365.22,0
20033292,1539304.0,160011.0,2024-12-31 21:45:07,2023-04-15 22:07:32,7,4,OTA,Confirmed,9820.41,20
20033293,1530895.0,160830.0,2023-05-22 13:12:08,2024-04-07 06:43:44,7,3,Website,Confirmed,21165.62,0
20033294,1527725.0,161403.0,2024-07-08 09:11:43,2025-07-15 00:35:44,14,3,Travel Agent,Completed,12117.58,15
20033295,1501974.0,161369.0,2023-08-05 02:42:00,2023-03-04 16:49:45,4,2,App,Confirmed,5369.68,10
20033296,1510266.0,161088.0,2023-03-24 08:03:34,2025-08-16 01:51:51,4,3,App,Cancelled,33988.06,5
20033297,1519500.0,161214.0,2023-10-11 20:04:34,2024-08-30 10:59:21,11,2,OTA,Confirmed,21954.38,10
20033298,1533209.0,161585.0,2024-02-11 15:22:59,2023-07-10 15:22:36,5,1,OTA,Confirmed,5010.29,0
20033299,1509610.0,160623.0,2025-04-25 18:49:12,2025-11-24 12:54:40,2,4,App,Confirmed,39233.57,5
20033300,1523253.0,161065.0,2024-09-05 04:21:39,2024-10-24 15:07:35,13,1,Website,Confirmed,14702.1,0
20033301,1524302.0,161154.0,2023-08-05 23:23:36,2024-09-08 02:31:13,11,1,Travel Agent,Confirmed,14917.87,0
20033302,1514855.0,160013.0,2025-08-02 00:47:57,2024-01-01 15:02:02,12,1,OTA,Cancelled ,22765.64,20
20033303,1522294.0,160540.0,2025-10-23 11:22:42,2024-09-18 09:40:52,14,1,App,Cancelled,20347.05,10
20033304,1525528.0,161637.0,2023-07-14 11:27:50,2023-09-08 04:46:12,14,4,App,Confirmed,42855.74,10
20033305,1537435.0,161101.0,2025-01-16 09:04:36,2025-02-18 20:43:59,11,4,Website,Confirmed,34375.21,5
20033306,1523404.0,160490.0,2023-07-21 21:08:27,2024-08-20 00:36:04,7,1,Website,Confirmed,12877.47,15
20033307,1539512.0,161789.0,2025-09-11 17:28:02,2024-12-05 18:17:46,5,2,Corporate,Confirmed,35717.81,5
20033308,1511292.0,161669.0,2023-02-25 00:42:02,2024-06-21 13:46:20,9,1,OTA,Confirmed,34656.77,25
20033309,1538518.0,161182.0,2024-10-11 02:32:13,2023-09-11 21:51:54,10,3,OTA,Confirmed,26873.7,10
20033310,1516574.0,161959.0,2023-11-17 11:29:30,2024-11-20 14:32:20,6,3,Website,Completed,12210.64,25
20033311,1538425.0,161796.0,2023-07-02 21:41:33,2025-11-05 13:53:18,8,4,Website,Confirmed,14896.9,10
20033312,1531231.0,160101.0,2025-02-23 12:16:08,2023-10-24 15:01:18,4,4,Travel Agent,Confirmed,23822.87,5
20033313,1538882.0,160640.0,2023-08-14 12:19:14,2025-10-25 12:56:57,1,3,Website,Cancelled,3918.11,20
20033314,1528607.0,160551.0,2025-01-28 17:24:08,2023-11-21 09:01:20,3,2,Website,Cancelled,29124.03,0
20033315,1522342.0,160207.0,2025-09-22 14:07:15,2025-12-28 11:11:12,14,1,Travel Agent,Cancelled,18697.53,25
20033316,1519169.0,161557.0,2024-07-25 01:45:45,2024-05-27 01:23:33,12,4,Travel Agent,Confirmed,32149.13,10
20033317,1508680.0,161442.0,2025-04-03 09:41:20,2024-06-21 21:29:38,5,2,Travel Agent,Confirmed,23743.93,10
20033318,1513042.0,160734.0,2023-01-08 13:35:20,2025-05-23 03:49:55,11,3,OTA,Cancelled,26333.97,20
20033319,1513642.0,160655.0,2024-02-28 11:55:21,2023-06-08 07:54:38,12,1,Website,Confirmed,19299.83,20
20033320,1512582.0,161216.0,2025-09-13 09:03:40,2023-10-13 08:16:06,1,1,Website,Confirmed,43501.54,5
20033321,1533820.0,161824.0,2023-10-09 11:01:18,2023-10-07 00:09:23,5,3,Travel Agent,Completed,11301.54,0
20033322,1513507.0,161891.0,2024-11-21 14:15:39,2025-10-01 07:19:08,1,3,Travel Agent,Cancelled,25013.95,10
20033323,1513549.0,160498.0,2024-11-11 16:03:14,2023-06-28 00:47:55,10,2,Travel Agent,Confirmed,20698.11,15
20033324,,160950.0,2025-02-24 02:57:58,2025-02-18 22:34:22,13,1,Website,Confirmed,9433.99,15
20033325,1527212.0,160991.0,2023-10-09 19:25:42,2025-01-29 00:41:49,1,2,Corporate,Completed,38109.35,0
20033326,1514022.0,161085.0,2024-09-01 23:28:52,2025-06-12 15:53:14,11,1,OTA,Confirmed,14544.08,20
20033327,1508100.0,161258.0,2024-05-08 15:15:40,2024-12-15 03:19:39,12,3,Corporate,Confirmed,6917.4,20
20033328,1507606.0,160176.0,2024-05-11 17:55:03,2025-12-19 20:10:26,7,2,Travel Agent,Confirmed,41473.06,5
20033329,1517603.0,161392.0,2024-01-31 16:53:06,2023-08-19 08:27:10,9,2,OTA,CONFIRMED,43430.51,15
20033330,1501948.0,160500.0,2025-06-05 16:39:07,2025-07-08 04:39:24,9,1,App,Confirmed,38892.14,20
20033331,1533159.0,160930.0,2023-12-06 23:39:10,2023-09-25 14:52:01,14,3,Travel Agent,Cancelled,24993.73,10
20033332,1526753.0,160750.0,2023-09-16 03:17:18,2025-07-12 04:16:12,7,4,Travel Agent,Confirmed,11421.95,15
20033333,1527668.0,161812.0,2024-10-12 18:00:51,2023-12-30 08:33:19,3,2,Corporate,Confirmed,11961.23,15
20033334,1503360.0,160934.0,2024-09-09 07:34:15,2024-04-27 19:58:47,10,1,Website,Completed,9138.61,10
20033335,1522689.0,161441.0,2024-02-26 03:22:46,2024-08-14 13:00:15,4,4,Travel Agent,Confirmed,35587.45,10
20033336,1537838.0,161848.0,2024-10-16 00:00:01,2023-04-04 06:25:35,13,4,Travel Agent,Confirmed,9005.86,10
20033337,1522921.0,160766.0,2025-06-14 17:05:14,2025-06-03 21:07:59,14,1,App,Confirmed,4703.41,10
20033338,1501864.0,161678.0,2025-01-01 11:15:11,2023-09-08 16:15:20,1,1,App,Completed,14994.44,10
20033339,1524710.0,160977.0,2024-01-14 06:50:38,2025-04-10 05:03:39,9,4,App,Cancelled,25738.49,15
20033340,1505927.0,160120.0,2023-04-26 18:15:46,2024-03-17 11:23:18,9,2,Travel Agent,Confirmed,32563.75,10
20033341,1534084.0,161864.0,2023-04-13 23:42:15,2025-12-20 06:44:44,4,1,OTA,Confirmed,18466.7,0
20033342,1526122.0,160728.0,2024-06-20 04:18:18,2024-02-16 17:06:05,5,4,OTA,Completed,16910.96,10
20033343,1532516.0,160523.0,2024-08-21 23:48:17,2024-06-01 08:37:51,12,2,OTA,Confirmed,6930.14,0
20033344,1506456.0,161152.0,2023-09-01 20:08:06,2025-03-05 03:32:37,6,4,App,Confirmed,24805.71,5
20033345,1506705.0,161232.0,2025-08-07 01:31:02,2025-03-19 22:01:43,11,1,Website,Completed,28436.53,5
20033346,1539992.0,161591.0,2024-12-26 13:52:10,2023-11-15 22:14:12,9,3,Corporate,Confirmed,16400.23,0
20033347,1511894.0,161454.0,2025-05-13 02:15:39,2025-06-05 08:02:39,10,1,Website,Confirmed,22902.39,20
20033348,1500043.0,161333.0,2023-05-07 19:28:49,2023-07-13 15:44:49,8,2,App,Confirmed,13999.15,15
20033349,1539366.0,161880.0,2023-01-30 08:40:07,2023-09-02 16:37:34,11,1,App,Confirmed,28571.86,0
20033350,1525717.0,161982.0,2023-06-04 17:17:38,2025-12-05 02:21:32,12,3,Travel Agent,Cancelled,36401.34,0
20033351,1509074.0,161065.0,2024-10-19 05:22:48,2025-05-08 14:03:14,10,1,Travel Agent,Confirmed,8642.94,5
20033352,1522111.0,160057.0,2025-02-17 12:22:43,2023-08-26 08:58:43,2,4,Corporate,Completed,7765.7,15
20033353,1520175.0,160894.0,2025-10-19 19:24:53,2023-01-15 06:12:53,7,2,App,Confirmed,34673.51,5
20033354,1539522.0,161984.0,2024-07-24 07:19:12,2023-04-28 06:53:19,14,3,Travel Agent,Confirmed,18340.67,25
20033355,1535153.0,160220.0,2023-05-14 18:22:59,2025-07-05 12:34:06,5,2,Travel Agent,No Show,7776.97,0
20033356,1534183.0,161084.0,2025-07-29 11:26:00,2025-03-17 01:14:50,5,3,Travel Agent,Confirmed,37632.1,5
20033357,1503262.0,161019.0,2023-08-19 14:10:41,2024-11-09 12:47:44,1,2,Website,Completed,22307.28,20
20033358,1506028.0,160787.0,2024-10-18 05:58:52,2023-06-16 19:42:10,8,1,App,Confirmed,16222.62,20
20033359,1511092.0,160133.0,2025-11-09 16:55:24,2025-03-25 17:30:08,7,3,Website,Confirmed,41119.36,15
20033360,1501480.0,160175.0,2023-04-05 21:10:50,2024-08-14 05:02:54,2,4,OTA,Confirmed,20474.57,10
20033361,1511334.0,161240.0,2025-06-25 03:27:20,2025-12-02 04:39:01,2,4,Travel Agent,Confirmed,34007.52,20
20033362,1525095.0,161849.0,2024-03-03 06:04:54,2024-02-02 01:22:34,14,4,Website,Completed,33333.39,0
20033363,1531277.0,160146.0,2025-08-09 14:02:15,2023-05-28 03:07:33,8,1,Corporate,Confirmed,19269.15,15
20033364,1523598.0,160813.0,2023-04-26 19:04:36,2024-10-19 11:29:45,1,3,OTA,Confirmed,7596.84,0
20033365,1535727.0,160469.0,2023-06-02 17:07:39,2024-06-04 22:27:32,13,3,Corporate,Completed,20747.19,25
20033366,1509226.0,160067.0,2023-09-28 21:13:13,2025-06-15 13:36:14,2,2,Corporate,Confirmed,42309.95,10
20033367,1501792.0,160994.0,2023-08-12 08:18:26,2024-02-25 14:03:57,13,2,Corporate,Confirmed,40031.21,10
20033368,1516179.0,160405.0,2024-04-28 04:47:06,2024-11-09 05:42:00,11,2,App,Confirmed,41288.66,0
20033369,1514650.0,161079.0,2023-01-11 12:11:19,2025-09-09 09:08:55,7,2,Corporate,Cancelled,41187.48,0
20033370,1537927.0,160917.0,2023-04-22 01:49:13,2025-03-16 17:19:19,7,1,App,Confirmed,18651.9,25
20033371,1505851.0,160725.0,2025-03-21 17:19:54,2023-03-20 00:57:48,11,3,Travel Agent,Confirmed,43474.52,15
20033372,1506753.0,161082.0,2023-11-27 22:34:09,2023-08-15 07:16:55,6,4,Corporate,Completed,30062.0,0
20033373,1501047.0,160509.0,2023-08-01 06:21:34,2025-09-24 16:18:54,13,1,Website,Confirmed,38528.07,5
20033374,1529021.0,161356.0,2023-01-25 16:36:16,2024-01-13 11:37:34,10,4,Website,Confirmed,27907.15,10
20033375,1517996.0,161905.0,2023-02-23 08:13:17,2024-07-13 05:15:39,6,3,App,Confirmed,42878.96,10
20033376,1504983.0,160322.0,2025-07-18 01:12:32,2023-08-03 05:42:01,9,1,Travel Agent,Confirmed,31532.13,15
20033377,1526099.0,161006.0,2023-09-14 00:15:37,2023-10-10 06:41:57,14,2,Travel Agent,Completed,35995.85,0
20033378,1525481.0,161918.0,2023-01-28 01:32:48,2023-03-15 15:06:00,1,2,OTA,Confirmed,26214.27,25
20033379,1522054.0,160446.0,2024-10-26 11:23:21,2025-02-12 02:58:15,1,4,OTA,Confirmed,15374.57,15
20033380,1503037.0,160346.0,2023-08-04 02:20:00,2023-04-28 15:50:33,2,3,Travel Agent,Confirmed,23565.55,25
20033381,1507055.0,161789.0,2025-06-06 17:05:38,2025-11-06 08:51:32,4,2,Corporate,Cancelled,4631.45,20
20033382,1509197.0,161632.0,2023-10-10 08:55:30,2024-01-26 20:28:44,6,4,Website,Confirmed,25045.62,25
20033383,1528019.0,161193.0,2024-10-29 15:28:46,2025-04-11 01:49:36,5,3,App,Completed,18350.33,20
20033384,1507971.0,160430.0,2024-01-03 03:10:25,2023-01-07 01:41:58,10,1,App,Completed,6555.9,15
20033385,1512882.0,161921.0,2024-01-25 18:11:08,2025-02-26 18:08:42,13,3,Travel Agent,Confirmed,24542.95,10
20033386,1510314.0,160929.0,2024-12-06 02:09:26,2025-11-15 09:16:29,5,1,OTA,Confirmed,3747.68,25
20033387,1501856.0,160501.0,2025-06-14 05:45:22,2024-09-27 16:47:07,4,1,OTA,Confirmed,15203.6,15
20033388,1522676.0,160925.0,2024-09-28 02:06:17,2024-06-24 06:43:58,12,1,Website,Completed,3658.96,25
20033389,1511861.0,160007.0,2025-09-20 17:58:20,2024-11-19 03:26:52,2,2,OTA,Cancelled,1983.89,10
20033390,1514862.0,161929.0,2024-03-05 15:34:09,2024-10-16 22:19:35,9,4,Corporate,Confirmed,4420.98,5
20033391,1525114.0,161403.0,2025-08-26 19:37:00,2025-12-23 21:42:39,3,3,Travel Agent,Confirmed,23860.36,10
20033392,1531422.0,160269.0,2025-07-06 12:22:58,2024-03-21 17:16:55,12,1,Travel Agent,Cancelled,29963.15,0
20033393,1534189.0,160419.0,2023-07-14 19:02:00,2023-03-16 19:05:46,2,3,OTA,Cancelled,18737.86,5
20033394,1503627.0,160377.0,2023-02-06 12:44:24,2025-08-08 12:00:34,5,1,App,Completed,40236.82,20
20033395,1515599.0,160308.0,2025-08-17 06:55:28,2025-03-27 15:57:57,7,4,Website,Cancelled,27321.94,0
20033396,1523458.0,161172.0,2024-11-11 15:28:56,2025-12-07 15:09:38,9,1,App,Completed,14006.13,20
20033397,1518879.0,160976.0,2024-08-27 00:44:47,2024-05-05 10:11:29,6,4,App,Completed,19473.46,10
20033398,1504382.0,160083.0,2023-04-12 05:56:56,2025-10-09 11:18:04,8,3,Corporate,Completed,31926.56,20
20033399,1530114.0,160704.0,2025-02-14 01:54:18,2025-03-04 21:47:07,3,4,Travel Agent,Cancelled,43549.3,10
20033400,1505497.0,161642.0,2024-04-23 12:26:46,2025-07-13 11:03:30,4,3,Travel Agent,Confirmed,9751.02,5
20033401,1526906.0,161507.0,2023-11-06 18:12:31,2023-07-03 01:44:41,8,4,Website,No Show,3200.74,25
20033402,1527051.0,161597.0,2024-07-28 11:43:17,2025-03-20 09:19:32,7,2,App,Confirmed,33633.73,15
20033403,1538775.0,160758.0,2025-06-01 07:08:09,2025-03-18 15:00:46,14,2,App,Confirmed,44948.54,0
20033404,1517783.0,160483.0,2024-05-11 13:09:10,2023-01-26 08:13:54,4,3,App,Completed,18793.58,25
20033405,1510056.0,160254.0,2025-01-22 03:31:03,2025-02-18 15:11:04,10,1,Website,Confirmed,41921.39,20
20033406,1515854.0,160629.0,2024-05-02 02:38:02,2025-03-25 10:39:26,6,3,Travel Agent,Completed,4038.03,5
20033407,1503283.0,160905.0,2023-03-26 03:06:36,2024-01-12 01:03:39,4,2,App,Confirmed,7593.46,5
20033408,1520245.0,160031.0,2024-04-10 10:38:00,2024-12-27 06:41:06,14,1,OTA,Confirmed,24708.36,15
20033409,1508913.0,161573.0,2024-09-16 19:58:30,2025-04-17 06:36:24,3,4,Travel Agent,Cancelled,26746.86,0
20033410,1528313.0,160254.0,2025-09-26 13:26:23,2025-01-05 05:31:38,5,4,OTA,Cancelled,13680.78,10
20033411,1511128.0,161267.0,2024-12-03 12:58:43,2023-03-01 03:08:30,4,2,Website,Cancelled,21901.1,20
20033412,1516379.0,160409.0,2024-11-26 17:55:46,2024-06-10 00:56:18,1,3,App,Confirmed,26263.36,15
20033413,1504086.0,161241.0,2023-06-18 04:18:02,2024-01-06 01:16:33,9,2,Corporate,Cancelled,37154.01,20
20033414,1503361.0,161224.0,2024-04-27 02:08:41,2023-11-15 00:13:51,5,1,OTA,Cancelled,18957.59,10
20033415,1535305.0,161610.0,2024-04-17 04:30:35,2024-10-20 12:47:43,1,1,Corporate,Cancelled ,40418.67,25
20033416,1503039.0,161316.0,2025-03-29 19:57:37,2023-02-10 05:17:18,4,2,Travel Agent,Confirmed,12964.56,0
20033417,1537117.0,161804.0,2024-07-12 23:48:09,2024-06-25 05:30:14,3,2,Corporate,No Show,38033.15,5
20033418,1526175.0,161176.0,2025-01-23 10:20:37,2023-04-23 08:09:08,14,4,Travel Agent,Confirmed,6241.2,25
20033419,1520006.0,161108.0,2024-09-16 22:08:13,2024-11-15 08:32:47,4,1,App,Confirmed,2508.86,10
20033420,1524692.0,160164.0,2025-01-09 10:44:02,2024-04-20 13:32:21,12,4,OTA,Confirmed,43265.11,15
20033421,1501873.0,160513.0,2023-02-02 18:12:09,2025-10-25 20:11:36,13,4,Travel Agent,Confirmed,43786.23,10
20033422,1516055.0,160331.0,2025-01-26 04:44:54,2023-04-13 02:15:22,10,3,App,Completed,33079.11,20
20033423,1505449.0,161100.0,2024-08-26 08:31:59,2024-08-30 04:50:53,5,1,OTA,Confirmed,41543.47,10
20033424,1516418.0,160505.0,2024-08-20 07:56:05,2024-01-28 00:06:38,11,1,Travel Agent,No Show,8771.17,0
20033425,1507904.0,160828.0,2025-12-11 23:24:15,2023-06-18 10:56:19,11,3,OTA,Cancelled,19529.67,10
20033426,1502407.0,161626.0,2025-12-02 03:27:38,2024-08-02 11:40:43,7,3,OTA,Cancelled,4254.63,0
20033427,1523098.0,160610.0,2023-06-11 23:51:52,2024-12-06 11:08:47,3,2,Corporate,Confirmed,24506.76,5
20033428,1516274.0,160703.0,2024-12-08 00:44:19,2024-09-30 21:41:57,9,2,App,Completed,23900.84,25
20033429,1513270.0,160881.0,2025-02-19 03:03:16,2023-08-06 13:14:55,1,1,App,Confirmed,16356.56,5
20033430,1537931.0,161260.0,2025-08-16 17:41:18,2025-03-23 07:08:16,1,2,App,Confirmed,3959.03,15
20033431,1506354.0,161256.0,2024-12-02 07:30:02,2024-08-22 17:08:25,1,2,Corporate,Confirmed,5358.8,25
20033432,1507801.0,160235.0,2025-04-30 10:13:23,2023-03-03 20:06:29,10,3,Corporate,Confirmed,44686.06,15
20033433,1525042.0,160512.0,2024-11-29 12:21:45,2024-07-14 08:59:27,5,4,OTA,Confirmed,16073.24,25
20033434,1537006.0,161968.0,2025-02-28 18:46:58,2024-01-22 03:34:40,3,3,Corporate,Confirmed,17177.9,15
20033435,1517604.0,160437.0,2023-04-09 09:56:52,2023-05-27 05:07:16,11,2,Website,Confirmed,30918.53,25
20033436,1529944.0,160185.0,2024-01-14 13:09:54,2023-03-16 14:31:10,2,1,OTA,Cancelled,4200.58,25
20033437,1534399.0,161297.0,2024-10-19 00:15:18,2025-05-23 08:02:22,3,3,App,Confirmed,43351.57,0
20033438,1539480.0,161438.0,2023-11-16 19:40:59,2025-09-03 07:43:05,12,2,App,Confirmed,17174.76,25
20033439,1517710.0,160872.0,2024-05-11 15:14:10,2023-02-06 00:05:50,7,2,App,Cancelled,44307.69,5
20033440,1511890.0,161362.0,2024-08-30 14:25:51,2024-06-27 15:07:29,11,3,OTA,Cancelled,38622.38,20
20033441,1526291.0,161656.0,2025-04-08 04:10:39,2023-06-08 06:38:26,2,4,Website,Confirmed,7429.09,10
20033442,1531559.0,160255.0,2023-09-18 22:22:27,2023-07-26 09:36:23,14,3,Corporate,Cancelled,22737.56,10
20033443,1520160.0,161373.0,2023-06-23 12:36:05,2024-03-24 18:42:41,14,1,Travel Agent,Confirmed,12136.97,15
20033444,1514717.0,160937.0,2024-08-12 11:07:10,2024-09-04 00:35:29,11,3,App,Confirmed,12046.13,25
20033445,1534580.0,160692.0,2024-04-07 02:26:34,2023-05-14 06:59:11,2,3,Website,Confirmed,11218.68,25
20033446,1528394.0,161479.0,2025-02-17 03:31:34,2025-09-01 00:09:29,11,4,Website,Confirmed,11713.77,10
20033447,1517040.0,161993.0,2024-07-26 06:34:22,2024-08-02 00:19:58,12,4,OTA,COMPLETED,19575.37,20
20033448,1534569.0,161440.0,2024-04-29 08:31:34,2023-03-02 22:32:01,12,3,App,Completed,10249.14,15
20033449,1511382.0,160287.0,2024-03-30 18:27:45,2025-06-08 14:15:53,8,1,App,Cancelled,6830.44,0
20033450,1518809.0,161157.0,2023-12-21 08:57:36,2023-04-26 21:37:00,3,1,OTA,No Show,36040.36,0
20033451,1525516.0,161032.0,2025-07-16 22:43:41,2023-07-27 14:26:58,5,2,Website,Cancelled,36327.7,20
20033452,1511542.0,161791.0,2024-06-14 08:05:04,2023-04-13 17:19:32,10,3,Corporate,Confirmed,36087.16,15
20033453,1510557.0,161055.0,2025-03-19 16:44:09,2025-03-22 08:20:56,6,3,Corporate,Confirmed,3547.86,0
20033454,1518364.0,161661.0,2025-07-14 20:17:03,2024-02-27 15:02:38,14,2,App,Confirmed,27842.78,15
20033455,1512635.0,161311.0,2023-08-25 02:29:36,2024-01-04 22:46:03,9,2,Travel Agent,Cancelled,3553.2,10
20033456,1537921.0,160881.0,2024-10-08 04:16:10,2024-04-03 23:49:34,5,3,Corporate,Completed,2081.9,25
20033457,1507744.0,161998.0,2025-05-07 09:34:09,2024-03-26 04:54:25,5,2,App,Confirmed,34621.95,0
20033458,1524614.0,160535.0,2023-10-29 20:02:19,2023-07-23 17:01:52,5,2,OTA,Confirmed,39006.81,10
20033459,1524931.0,160420.0,2023-01-20 11:44:36,2025-02-02 11:14:26,14,4,Website,Confirmed,25824.54,15
20033460,1517985.0,160841.0,2023-12-12 22:48:30,2023-01-28 10:21:37,2,3,Travel Agent,Confirmed,26923.08,15
20033461,1508096.0,160136.0,2025-09-06 08:05:33,2025-04-04 19:41:00,13,4,App,Confirmed,8275.27,0
20033462,1513114.0,160923.0,2024-05-12 21:35:34,2025-04-15 09:07:56,6,3,Website,Confirmed,33905.67,20
20033463,1506669.0,160499.0,2025-08-14 01:12:06,2025-08-21 18:17:05,12,3,Website,Confirmed,37598.81,25
20033464,1525274.0,160830.0,2024-02-22 10:43:49,2025-11-15 06:14:37,1,4,OTA,CONFIRMED,25444.59,15
20033465,1534338.0,160140.0,2023-01-04 02:39:04,2023-09-05 20:02:14,1,4,App,Completed,12496.58,20
20033466,1529160.0,161839.0,2025-06-27 15:39:10,2024-08-17 23:29:48,7,2,Website,Confirmed,37496.91,10
20033467,1518915.0,160607.0,2023-01-11 00:02:43,2023-02-05 17:10:12,12,3,OTA,Confirmed,43141.27,20
20033468,1519275.0,161847.0,2024-05-15 02:10:19,2023-04-01 16:12:10,3,2,Corporate,Cancelled,25299.11,25
20033469,1507956.0,161626.0,2025-11-05 08:18:04,2023-07-28 04:05:07,9,4,App,Confirmed,24876.45,20
20033470,1505998.0,160877.0,2023-04-03 20:20:22,2023-09-15 04:27:07,3,1,Website,Confirmed,40878.9,15
20033471,1524835.0,161272.0,2025-10-07 17:46:56,2025-08-25 18:15:59,11,2,Corporate,Confirmed,24721.95,10
20033472,1523241.0,160429.0,2025-05-04 13:23:12,2025-11-24 12:17:32,3,1,Website,Confirmed,10109.14,15
20033473,1527671.0,160855.0,2023-02-10 04:38:09,2024-05-13 18:03:27,9,4,Travel Agent,Cancelled,40306.49,10
20033474,1515889.0,160141.0,2024-04-18 10:03:14,2023-08-15 05:58:15,6,3,Travel Agent,Confirmed,21991.66,10
20033475,1527126.0,161307.0,2024-03-24 08:02:36,2025-05-31 22:19:43,4,1,OTA,Cancelled,2675.22,5
20033476,1527144.0,161041.0,2025-10-09 00:30:29,2025-01-27 19:23:37,8,4,OTA,No Show,40527.48,5
20033477,1527538.0,160434.0,2025-04-24 14:53:41,2025-03-29 08:21:45,7,1,Website,Confirmed,43361.55,0
20033478,1526522.0,160264.0,2023-12-08 05:18:19,2025-05-29 09:13:06,1,3,Travel Agent,Confirmed,35514.39,10
20033479,1517340.0,160992.0,2023-05-23 02:32:49,2024-10-02 18:24:06,4,1,OTA,Confirmed,17658.14,5
20033480,1513665.0,160402.0,2024-05-15 22:28:31,2023-03-11 03:53:39,10,2,OTA,Confirmed,11320.38,15
20033481,1533585.0,160488.0,2025-05-19 01:28:34,2024-10-31 23:12:09,6,1,Corporate,Confirmed,5363.35,10
20033482,1503786.0,161578.0,2025-11-30 11:23:06,2025-08-26 08:12:49,8,3,Travel Agent,Cancelled,4305.92,10
20033483,1500192.0,160756.0,2024-10-03 18:35:58,2024-12-23 14:09:17,12,1,Website,Confirmed,36048.38,10
20033484,1519512.0,160756.0,2025-10-02 19:42:37,2025-12-08 07:18:15,12,4,Travel Agent,Confirmed,18587.06,10
20033485,1530488.0,161342.0,2025-04-13 00:43:52,2025-03-28 17:03:42,1,4,Travel Agent,Cancelled,1726.29,25
20033486,1531983.0,160699.0,2024-11-10 20:44:48,2024-02-16 02:06:58,5,3,Travel Agent,Confirmed,17726.63,10
20033487,1533738.0,161899.0,2023-05-17 11:07:27,2025-08-24 19:07:55,9,3,App,Confirmed,4565.0,0
20033488,1526487.0,160186.0,2023-11-12 04:39:48,2025-08-25 00:37:06,4,4,Travel Agent,Confirmed,26717.07,20
20033489,1510621.0,161298.0,2024-11-16 15:40:40,2024-12-24 17:54:48,14,2,App,Confirmed,10676.41,25
20033490,1500715.0,,2025-03-28 04:59:48,2025-01-26 03:53:19,13,4,App,Confirmed,16928.96,10
20033491,1526172.0,161429.0,2023-06-23 22:43:59,2024-01-01 16:18:55,4,1,App,Cancelled,33277.34,15
