Staff_ID,Hotel_ID,Department,Role,Shift,Monthly_Salary
241050,161315,Food & Beverage,Executive,Night,41378.96
241051,160725,Sales,Supervisor,Evening,75948.14
241052,161436,Sales,Executive,Evening,31632.11
241053,160603,Housekeeping,Supervisor,Evening,111544.65
241054,161798,Sales,Supervisor,Night,148075.11
241055,160854,Maintenance,Chef,Evening,105556.34
241056,160923,Food & Beverage,Technician,Night,103326.64
241057,161252,Food & Beverage,Associate,Evening,167694.86
241058,160991,Food & Beverage,Manager,Morning,122945.29
241059,160227,Front Office,Executive,Night,173137.39
241060,160584,Food & Beverage,Executive,Morning,172330.52
241061,161126,Sales,Supervisor,Night,166694.78
241062,161585,Food & Beverage,Manager,Evening,156451.16
241063,160912,Maintenance,Manager,Night,56696.03
241064,160369,Front Office,Supervisor,Night,52302.4
241065,161487,Maintenance,Chef,Night,122781.88
241066,160512,Sales,Supervisor,Morning,129121.89
241067,161342,Food & Beverage,Executive,Night,53012.27
241068,161822,Sales,Executive,Night,19703.66
241069,160742,Food & Beverage,Executive,Evening,160423.42
241070,161418,Front Office,Technician,Evening,129679.18
241071,161165,Front Office,Executive,Morning,86003.2
241072,160394,Food & Beverage,Supervisor,Evening,53550.9
241073,161289,Food & Beverage,Supervisor,Night,120873.36
241074,161086,Food & Beverage,Technician,Morning,41928.7
241075,161491,Housekeeping,Executive,Night,56784.74
241076,160573,Front Office,Supervisor,Morning,54561.6
241077,161993,Food & Beverage,Technician,Morning,96741.61
241078,161412,Maintenance,Chef,Evening,134536.71
241079,160854,Housekeeping,Technician,Evening,47661.24
241080,160667,Food & Beverage,Chef,Evening,120283.33
241081,160813,Sales,Associate,Night,44705.75
241082,161269,Food & Beverage,Chef,Night,47655.91
241083,160736,Food & Beverage,Supervisor,Morning,59505.16
241084,160237,Maintenance,Technician,Morning,130385.65
241085,160209,Front Office,Associate,Morning,143680.3
241086,160835,Front Office,Technician,Night,50372.15
241087,161220,Housekeeping,Technician,Night,49465.33
241088,161390,Housekeeping,Chef,Evening,149436.22
241089,161837,Sales,Chef,Night,123534.19
241090,161181,Housekeeping,Manager,Night,110652.15
241091,161947,Maintenance,Manager,Evening,55173.96
241092,161043,Housekeeping,Associate,Morning,113929.99
241093,161681,Housekeeping,Supervisor,Evening,111464.95
241094,161825,Front Office,Associate,Evening,51155.45
241095,161435,Food & Beverage,Executive,Morning,168387.96
241096,161328,Housekeeping,Supervisor,Night,95198.94
241097,160174,Front Office,Associate,Night,62207.83
241098,160739,Food & Beverage,Associate,Night,162364.09
241099,160334,Sales,Chef,Morning,145659.22
241100,161007,Front Office,Manager,Morning,23496.23
241101,160959,Food & Beverage,Manager,Evening,125712.69
241102,160783,Housekeeping,Supervisor,Morning,109502.87
241103,160949,Sales,Associate,Evening,36839.73
241104,160437,Maintenance,Technician,Evening,154039.02
241105,161753,Front Office,Technician,Night,62268.08
241106,161417,Sales,Technician,Night,80925.21
241107,161094,Sales,Supervisor,Morning,39895.29
241108,160827,Sales,Supervisor,Morning,94192.47
241109,161185,Housekeeping,Supervisor,Evening,95331.24
241110,160072,Food & Beverage,Manager,Evening,129971.68
241111,161650,Maintenance,Supervisor,Evening,146129.16
241112,161377,Front Office,Executive,Night,66503.44
241113,160487,Food & Beverage,Associate,Morning,27597.71
241114,160699,Front Office,Manager,Morning,179843.82
241115,161788,Front Office,Supervisor,Morning,44507.92
241116,161214,Sales,Chef,Night,89401.28
241117,160022,Housekeeping,Chef,Night,157551.42
241118,161498,Housekeeping,Chef,Night,22132.78
241119,160829,Food & Beverage,Supervisor,Morning,80900.26
241120,160868,Housekeeping,Supervisor,Evening,69185.62
241121,161831,Sales,Technician,Night,54530.85
241122,161882,Food & Beverage,Supervisor,Morning,98965.57
241123,160553,Housekeeping,Manager,Morning,81396.59
241124,161804,Housekeeping,Technician,Evening,22779.07
241125,160366,Food & Beverage,Technician,Night,93226.83
241126,160960,Food & Beverage,Chef,Morning,89318.8
241127,160973,Front Office,Chef,Morning,46699.06
241128,160105,Housekeeping,Technician,Night,57016.88
241129,161381,Front Office,Supervisor,Evening,33060.79
241130,160775,Maintenance,Supervisor,Morning,174133.08
241131,161356,Front Office,Associate,Morning,176990.66
241132,161635,Housekeeping,Executive,Morning,44908.19
241133,161445,Front Office,Associate,Morning,171069.67
241134,160839,Food & Beverage,Technician,Morning,93526.93
241135,160600,Maintenance,Supervisor,Evening,90567.91
241136,161192,Housekeeping,Manager,Night,43770.81
241137,160740,Sales,Chef,Evening,128554.16
241138,160994,Maintenance,Supervisor,Evening,151054.86
241139,161434,Maintenance,Manager,Morning,52884.59
241140,160747,Food & Beverage,Supervisor,Evening,148480.56
241141,161249,Maintenance,Associate,Evening,157202.62
241142,161851,Food & Beverage,Executive,Evening,157857.02
241143,161022,Housekeeping,Executive,Morning,46297.47
241144,160930,Sales,Executive,Evening,140480.04
241145,161668,Food & Beverage,Associate,Morning,121045.55
241146,160096,Food & Beverage,Technician,Evening,125627.09
241147,161230,Housekeeping,Executive,Night,81133.04
241148,160155,Food & Beverage,Chef,Evening,126582.79
241149,161917,Front Office,Executive,Morning,53377.93
241150,161638,Sales,Technician,Night,66217.49
241151,161317,Food & Beverage,Executive,Evening,158257.89
241152,160952,Sales,Technician,Night,61489.34
241153,160520,Maintenance,Executive,Morning,73176.64
241154,161433,Food & Beverage,Supervisor,Morning,121357.22
241155,161072,Housekeeping,Manager,Morning,167032.54
241156,161272,Front Office,Associate,Evening,109368.73
241157,160844,Sales,Technician,Evening,116180.72
241158,161066,Front Office,Manager,Evening,32122.78
241159,160864,Maintenance,Technician,Morning,112034.94
241160,161694,Maintenance,Executive,Morning,139794.15
241161,161507,Maintenance,Executive,Evening,155785.77
241162,160317,Sales,Technician,Night,61673.14
241163,160514,Front Office,Manager,Morning,142501.58
241164,161143,Front Office,Executive,Night,144749.95
241165,160842,Maintenance,Technician,Night,122660.7
241166,160142,Maintenance,Supervisor,Night,173981.23
241167,161627,Front Office,Associate,Night,44897.16
241168,160545,Food & Beverage,Associate,Morning,36740.15
241169,160883,Housekeeping,Executive,Morning,91698.04
241170,160677,Front Office,Supervisor,Evening,139642.85
241171,160584,Housekeeping,Technician,Morning,69148.1
241172,161461,Front Office,Technician,Morning,178261.66
241173,160409,Sales,Executive,Evening,52060.08
241174,161262,Front Office,Chef,Night,103874.79
241175,161478,Front Office,Executive,Morning,54242.92
241176,161414,Sales,Supervisor,Evening,58566.28
241177,161562,Housekeeping,Executive,Evening,149592.09
241178,161261,Maintenance,Executive,Morning,39234.34
241179,161445,Housekeeping,Technician,Morning,125463.11
241180,160693,Sales,Technician,Night,151539.05
241181,161942,Maintenance,Chef,Night,136172.76
241182,160739,Front Office,Associate,Morning,161885.57
241183,160630,Housekeeping,Manager,Night,101942.6
241184,161771,Maintenance,Manager,Evening,175622.31
241185,160984,Sales,Technician,Evening,63135.02
241186,160684,Sales,Chef,Morning,82651.01
241187,161191,Food & Beverage,Supervisor,Night,138345.58
241188,161852,Sales,Technician,Morning,144800.92
241189,160834,Front Office,Chef,Evening,168320.14
241190,160447,Maintenance,Associate,Evening,57182.41
241191,161536,Sales,Supervisor,Evening,93833.12
241192,160136,Housekeeping,Associate,Night,88281.86
241193,160321,Food & Beverage,Supervisor,Night,52651.95
241194,160066,Maintenance,Manager,Night,172494.18
241195,160791,Maintenance,Manager,Night,38711.92
241196,161898,Front Office,Supervisor,Evening,114021.98
241197,160587,Maintenance,Manager,Evening,141335.46
241198,160205,Housekeeping,Associate,Night,45498.61
241199,161827,Housekeeping,Manager,Night,167159.47
241200,161509,Food & Beverage,Associate,Evening,110183.81
241201,160295,Maintenance,Technician,Evening,92562.36
241202,160431,Sales,Associate,Night,21418.86
241203,160321,Sales,Manager,Night,50055.58
241204,160461,Sales,Technician,Night,146074.47
241205,160532,Housekeeping,Technician,Evening,144625.41
241206,161364,Maintenance,Chef,Evening,129040.24
241207,161015,Housekeeping,Supervisor,Night,20199.81
241208,161562,Front Office,Executive,Night,61329.44
241209,160214,Maintenance,Chef,Night,60963.36
241210,161270,Sales,Associate,Morning,135228.79
241211,161329,Housekeeping,Associate,Night,34485.39
241212,161033,Housekeeping,Supervisor,Morning,24476.24
241213,160285,Food & Beverage,Chef,Evening,45547.93
241214,160212,Maintenance,Manager,Evening,145262.03
241215,160262,Sales,Technician,Night,96511.48
241216,160043,Food & Beverage,Chef,Morning,87824.88
241217,161402,Sales,Executive,Night,130495.94
241218,161630,Housekeeping,Supervisor,Night,54410.1
241219,160698,Front Office,Supervisor,Night,91092.1
241220,160245,Maintenance,Chef,Evening,173167.22
241221,161421,Maintenance,Supervisor,Morning,32464.72
241222,161525,Front Office,Manager,Morning,81481.36
241223,160780,Food & Beverage,Associate,Evening,66520.41
241224,161740,Maintenance,Manager,Evening,26265.94
241225,160841,Sales,Manager,Morning,122153.55
241226,161456,Sales,Associate,Evening,63523.35
241227,160411,Housekeeping,Technician,Evening,148886.54
241228,160437,Maintenance,Supervisor,Morning,111992.42
241229,161007,Sales,Technician,Evening,105026.4
241230,160422,Front Office,Chef,Night,120311.39
241231,160022,Food & Beverage,Chef,Evening,37701.07
241232,160647,Sales,Technician,Night,52330.34
241233,161450,Front Office,Manager,Night,51625.22
241234,160318,Front Office,Associate,Evening,112684.56
241235,160273,Housekeeping,Chef,Morning,133053.09
241236,161688,Food & Beverage,Technician,Evening,72956.34
241237,161574,Front Office,Technician,Night,20029.18
241238,161574,Housekeeping,Technician,Night,120865.71
241239,160296,Sales,Associate,Night,61262.21
241240,160414,Food & Beverage,Executive,Night,176785.8
241241,160614,Sales,Manager,Night,114789.95
241242,160668,Housekeeping,Associate,Morning,59981.41
241243,160487,Housekeeping,Manager,Night,81029.23
241244,161553,Housekeeping,Associate,Evening,46982.4
241245,161932,Housekeeping,Technician,Evening,96999.41
241246,160678,Maintenance,Manager,Night,175223.31
241247,161866,Maintenance,Executive,Morning,90864.23
241248,160242,Housekeeping,Manager,Morning,28891.02
241249,160791,Food & Beverage,Executive,Evening,111393.58
241250,160960,Maintenance,Executive,Morning,177908.45
241251,160573,Food & Beverage,Associate,Morning,179617.17
241252,160316,Maintenance,Manager,Night,143841.45
241253,161332,Maintenance,Associate,Evening,168571.75
241254,161873,Sales,Technician,Evening,147180.89
241255,161837,Maintenance,Executive,Evening,127213.93
241256,160695,Sales,Associate,Evening,130235.34
241257,160998,Maintenance,Manager,Night,101380.99
241258,161180,Food & Beverage,Manager,Morning,116334.7
241259,161827,Food & Beverage,Executive,Morning,40330.89
241260,160569,Housekeeping,Technician,Night,51992.54
241261,160962,Maintenance,Associate,Night,41840.27
241262,161571,Sales,Supervisor,Night,49833.91
241263,160101,Housekeeping,Associate,Morning,106882.96
241264,161351,Maintenance,Technician,Night,33883.46
241265,161767,Housekeeping,Executive,Morning,129002.2
241266,161381,Sales,Executive,Night,132243.16
241267,160567,Maintenance,Executive,Evening,35198.28
241268,160934,Maintenance,Chef,Morning,51556.11
241269,160598,Housekeeping,Chef,Evening,159892.16
241270,160790,Front Office,Chef,Night,146585.82
241271,160310,Front Office,Executive,Morning,23339.89
241272,161988,Sales,Technician,Evening,149514.36
241273,160447,Food & Beverage,Executive,Night,93781.58
241274,161890,Sales,Executive,Evening,146521.39
241275,160544,Food & Beverage,Technician,Evening,121466.31
241276,161458,Maintenance,Executive,Evening,96261.08
241277,160138,Food & Beverage,Chef,Evening,98781.62
241278,161407,Front Office,Manager,Morning,134658.73
241279,160943,Maintenance,Chef,Evening,171155.22
241280,160443,Front Office,Manager,Morning,121733.9
241281,161349,Sales,Supervisor,Night,22880.06
241282,161512,Food & Beverage,Technician,Morning,152330.46
241283,161785,Maintenance,Chef,Night,145690.34
241284,160832,Front Office,Chef,Morning,146165.86
241285,161528,Maintenance,Executive,Morning,162188.48
241286,160869,Food & Beverage,Chef,Evening,140552.37
241287,160741,Food & Beverage,Chef,Evening,19930.9
241288,160641,Sales,Associate,Morning,98730.53
241289,160537,Maintenance,Supervisor,Evening,175391.67
241290,160116,Maintenance,Executive,Evening,110364.84
241291,161708,Food & Beverage,Executive,Morning,89188.13
241292,161137,Housekeeping,Associate,Evening,168375.76
241293,160687,Sales,Executive,Evening,143748.61
241294,160165,Food & Beverage,Technician,Evening,143255.31
241295,161810,Front Office,Manager,Morning,112264.97
241296,160589,Maintenance,Associate,Night,51216.1
241297,161988,Housekeeping,Chef,Evening,94622.57
241298,160652,Maintenance,Supervisor,Evening,133743.52
241299,161756,Sales,Associate,Morning,41717.14
241300,160780,Food & Beverage,Chef,Morning,171562.21
241301,161689,Housekeeping,Executive,Morning,144984.24
241302,161488,Housekeeping,Manager,Evening,94813.33
241303,160456,Maintenance,Executive,Evening,74241.38
241304,161354,Food & Beverage,Chef,Evening,102319.21
241305,160889,Maintenance,Associate,Morning,35414.72
241306,160901,Maintenance,Manager,Evening,105170.35
241307,160565,Housekeeping,Supervisor,Night,67929.91
241308,160150,Maintenance,Manager,Evening,165979.36
241309,161958,Housekeeping,Associate,Night,22812.74
241310,160964,Front Office,Executive,Night,173315.19
241311,160251,Sales,Manager,Evening,62487.65
241312,160773,Sales,Associate,Night,48762.87
241313,161775,Front Office,Supervisor,Night,121478.43
241314,160971,Sales,Technician,Morning,134547.93
241315,160409,Food & Beverage,Manager,Night,54041.12
241316,161042,Front Office,Technician,Evening,86716.36
241317,160379,Front Office,Technician,Morning,171842.96
241318,160213,Food & Beverage,Chef,Evening,163727.95
241319,160637,Housekeeping,Technician,Evening,99557.28
241320,160518,Sales,Associate,Evening,36942.03
241321,161035,Food & Beverage,Manager,Morning,162439.15
241322,161799,Housekeeping,Supervisor,Night,100151.49
241323,161166,Front Office,Executive,Morning,26885.06
241324,160310,Maintenance,Supervisor,Evening,139899.72
241325,160025,Maintenance,Chef,Evening,140224.37
241326,161488,Maintenance,Technician,Morning,104074.25
241327,161746,Front Office,Executive,Night,64220.68
241328,161060,Food & Beverage,Associate,Morning,120049.38
241329,161331,Front Office,Manager,Evening,106069.87
241330,161166,Front Office,Manager,Evening,106043.7
241331,160356,Food & Beverage,Supervisor,Night,48030.65
241332,160115,Front Office,Supervisor,Evening,105514.59
241333,160071,Front Office,Supervisor,Morning,36651.99
241334,161356,Sales,Chef,Morning,61406.61
241335,160151,Front Office,Chef,Night,97372.9
241336,161261,Food & Beverage,Chef,Evening,72855.04
241337,160406,Housekeeping,Chef,Night,36348.13
241338,160973,Food & Beverage,Manager,Morning,128683.99
241339,161287,Maintenance,Manager,Night,128164.48
241340,160129,Front Office,Supervisor,Evening,82599.71
241341,160769,Food & Beverage,Executive,Night,72357.65
241342,160472,Sales,Supervisor,Night,138222.71
241343,160750,Sales,Supervisor,Night,48633.87
241344,160192,Housekeeping,Chef,Morning,85436.32
241345,161969,Sales,Associate,Morning,171068.35
241346,160791,Front Office,Supervisor,Night,34293.21
241347,161133,Maintenance,Chef,Evening,19854.97
241348,161989,Maintenance,Manager,Morning,150280.66
241349,161191,Sales,Manager,Evening,87710.2
241350,160403,Food & Beverage,Executive,Night,64589.81
241351,160640,Housekeeping,Technician,Night,39497.58
241352,161690,Food & Beverage,Associate,Evening,104896.23
241353,160600,Sales,Supervisor,Night,120785.02
241354,161881,Sales,Manager,Morning,143127.11
241355,161824,Maintenance,Technician,Evening,116039.82
241356,161477,Housekeeping,Manager,Night,106139.91
241357,161236,Sales,Supervisor,Evening,83149.55
241358,160001,Front Office,Technician,Evening,93936.93
241359,161366,Housekeeping,Chef,Morning,154578.8
241360,160062,Housekeeping,Manager,Night,151290.91
241361,160510,Sales,Manager,Night,48384.57
241362,160227,Front Office,Chef,Morning,43704.76
241363,161489,Food & Beverage,Executive,Evening,86582.79
241364,161080,Food & Beverage,Manager,Evening,170362.01
241365,161117,Maintenance,Manager,Night,144692.3
241366,160294,Sales,Associate,Evening,95633.06
241367,161619,Maintenance,Associate,Morning,29888.52
241368,161144,Maintenance,Executive,Night,116965.53
241369,160733,Housekeeping,Associate,Night,103268.23
241370,161303,Maintenance,Manager,Morning,125667.94
241371,160335,Front Office,Technician,Evening,175867.09
241372,160785,Food & Beverage,Chef,Morning,68272.78
241373,160952,Food & Beverage,Technician,Night,99203.19
241374,160178,Maintenance,Manager,Night,112036.13
241375,160171,Food & Beverage,Executive,Evening,18487.22
241376,160765,Housekeeping,Technician,Morning,157219.88
241377,160362,Front Office,Executive,Morning,163305.34
241378,161058,Housekeeping,Chef,Evening,74854.24
241379,160071,Housekeeping,Supervisor,Night,172424.27
241380,160848,Housekeeping,Executive,Night,153892.3
241381,161046,Sales,Associate,Morning,45210.74
241382,161012,Maintenance,Associate,Night,47973.63
241383,160987,Sales,Chef,Morning,50352.66
241384,160310,Food & Beverage,Supervisor,Night,153897.96
241385,160341,Front Office,Associate,Night,153449.88
241386,160955,Housekeeping,Executive,Evening,173450.35
241387,160504,Sales,Technician,Night,91036.64
241388,160178,Housekeeping,Supervisor,Night,97638.82
241389,160446,Front Office,Technician,Night,30173.89
241390,160587,Sales,Manager,Night,100069.99
241391,161139,Sales,Chef,Morning,86521.91
241392,161577,Food & Beverage,Chef,Morning,151455.4
241393,160299,Sales,Supervisor,Morning,48669.14
241394,160773,Maintenance,Chef,Night,19596.95
241395,161061,Food & Beverage,Associate,Evening,40534.11
241396,160723,Maintenance,Associate,Morning,79886.61
241397,160995,Maintenance,Supervisor,Evening,163908.47
241398,161322,Sales,Technician,Night,168411.14
241399,161265,Housekeeping,Chef,Morning,145603.77
241400,160402,Maintenance,Supervisor,Evening,127082.08
241401,160289,Housekeeping,Technician,Night,144256.13
241402,161183,Housekeeping,Chef,Morning,107853.22
241403,160923,Front Office,Supervisor,Evening,139581.55
241404,160768,Front Office,Manager,Evening,155977.51
241405,160045,Housekeeping,Technician,Night,87523.47
241406,161174,Maintenance,Manager,Morning,43204.04
241407,160663,Food & Beverage,Executive,Morning,142383.92
241408,160799,Maintenance,Chef,Night,37113.81
241409,161656,Maintenance,Associate,Evening,107432.37
241410,160295,Food & Beverage,Executive,Morning,162769.44
241411,160366,Maintenance,Chef,Morning,151914.24
241412,161879,Maintenance,Manager,Night,142544.44
241413,161088,Maintenance,Manager,Night,153805.02
241414,161023,Housekeeping,Chef,Evening,108242.51
241415,160797,Maintenance,Executive,Evening,102301.16
241416,161719,Housekeeping,Supervisor,Night,36211.74
241417,160752,Housekeeping,Supervisor,Morning,74839.01
241418,161275,Food & Beverage,Executive,Night,122468.02
241419,161881,Food & Beverage,Executive,Morning,51575.12
241420,160723,Maintenance,Manager,Night,171849.65
241421,160189,Housekeeping,Executive,Morning,170753.82
241422,160706,Food & Beverage,Associate,Evening,74721.09
241423,161096,Sales,Chef,Night,96822.77
241424,160976,Sales,Technician,Evening,132920.48
241425,160434,Sales,Executive,Morning,165106.8
241426,160127,Food & Beverage,Supervisor,Evening,123284.28
241427,160817,Sales,Executive,Morning,63767.26
241428,160336,Housekeeping,Chef,Morning,94183.79
241429,160553,Front Office,Executive,Evening,18583.5
241430,161022,Front Office,Associate,Morning,35787.98
241431,161763,Food & Beverage,Technician,Morning,59863.51
241432,160750,Front Office,Associate,Night,151388.13
241433,160858,Maintenance,Chef,Night,102186.74
241434,160633,Sales,Supervisor,Evening,23250.43
241435,161223,Housekeeping,Technician,Night,152325.29
241436,161456,Housekeeping,Supervisor,Evening,167297.11
241437,161837,Front Office,Chef,Evening,18516.97
241438,161966,Sales,Associate,Night,155325.6
241439,161807,Housekeeping,Associate,Morning,42032.85
241440,161659,Sales,Associate,Morning,148209.85
241441,161914,Front Office,Executive,Morning,50336.24
241442,160574,Front Office,Executive,Morning,96716.39
241443,160960,Maintenance,Supervisor,Evening,49104.34
241444,161902,Food & Beverage,Manager,Morning,37313.57
241445,161943,Front Office,Associate,Night,69615.28
241446,161015,Front Office,Executive,Night,39195.8
241447,161435,Front Office,Executive,Evening,102028.27
241448,160976,Food & Beverage,Technician,Evening,44069.19
241449,161060,Front Office,Associate,Evening,163443.94
241450,160337,Maintenance,Associate,Evening,91747.15
241451,161292,Front Office,Supervisor,Night,19269.95
241452,161811,Housekeeping,Supervisor,Morning,161846.04
241453,161958,Sales,Manager,Night,151966.14
241454,160086,Food & Beverage,Technician,Evening,148272.15
241455,161322,Food & Beverage,Technician,Evening,111604.43
241456,161073,Maintenance,Technician,Night,72170.51
241457,161380,Front Office,Chef,Evening,131464.1
241458,160810,Housekeeping,Technician,Morning,114361.97
241459,161655,Maintenance,Executive,Night,96386.27
241460,160086,Food & Beverage,Supervisor,Morning,77513.89
241461,160019,Maintenance,Supervisor,Morning,154263.18
241462,161179,Front Office,Technician,Night,22804.44
241463,160737,Housekeeping,Supervisor,Morning,77533.93
241464,160635,Sales,Chef,Morning,34840.69
241465,160225,Sales,Executive,Evening,59899.63
241466,160104,Front Office,Chef,Night,122309.71
241467,161719,Maintenance,Technician,Evening,93416.18
241468,160479,Maintenance,Manager,Night,33833.62
241469,160895,Food & Beverage,Technician,Night,174430.48
241470,160279,Food & Beverage,Manager,Night,169376.47
241471,161279,Front Office,Supervisor,Morning,144607.24
241472,160978,Housekeeping,Manager,Night,51524.89
241473,161892,Front Office,Chef,Night,47821.59
241474,161238,Front Office,Executive,Morning,173823.31
241475,161747,Maintenance,Associate,Night,171577.07
241476,160765,Maintenance,Associate,Night,51620.81
241477,161335,Food & Beverage,Chef,Evening,22775.41
241478,160039,Maintenance,Associate,Night,57588.51
241479,161759,Housekeeping,Technician,Evening,41397.28
241480,160592,Maintenance,Manager,Morning,163566.79
241481,160554,Food & Beverage,Associate,Evening,151487.62
241482,160479,Food & Beverage,Executive,Night,145187.07
241483,161099,Food & Beverage,Manager,Night,62866.21
241484,160664,Sales,Supervisor,Night,88359.75
241485,160536,Housekeeping,Associate,Evening,93517.47
241486,161687,Sales,Associate,Evening,55223.13
241487,161634,Housekeeping,Supervisor,Morning,158761.79
241488,161196,Housekeeping,Technician,Night,165051.4
241489,161069,Food & Beverage,Associate,Evening,176524.64
241490,161093,Maintenance,Associate,Evening,69778.46
241491,161246,Maintenance,Technician,Evening,143814.06
241492,160570,Front Office,Technician,Morning,170764.69
241493,160778,Sales,Supervisor,Morning,63861.33
241494,160311,Housekeeping,Manager,Morning,22831.68
241495,160872,Maintenance,Technician,Evening,119700.36
241496,161828,Maintenance,Executive,Evening,71811.86
241497,160180,Sales,Technician,Night,129213.45
241498,161521,Front Office,Supervisor,Morning,87358.37
241499,160749,Food & Beverage,Technician,Morning,175912.63
241500,161048,Front Office,Executive,Night,33084.38
241501,161998,Sales,Executive,Night,110308.37
241502,161324,Housekeeping,Associate,Night,58106.64
241503,161564,Housekeeping,Supervisor,Evening,116858.95
241504,161094,Maintenance,Chef,Morning,179738.8
241505,160194,Sales,Manager,Evening,92067.81
241506,161149,Food & Beverage,Supervisor,Morning,132387.17
241507,161951,Maintenance,Executive,Evening,116199.15
241508,160442,Sales,Manager,Evening,60163.92
241509,160926,Housekeeping,Manager,Evening,51349.42
241510,160768,Maintenance,Associate,Morning,132314.43
241511,161776,Food & Beverage,Supervisor,Night,109096.3
241512,160640,Maintenance,Chef,Night,138079.53
241513,161556,Housekeeping,Manager,Evening,55587.58
241514,160717,Food & Beverage,Associate,Morning,22059.9
241515,160766,Maintenance,Executive,Evening,90634.64
241516,161478,Maintenance,Supervisor,Evening,32688.07
241517,160614,Front Office,Supervisor,Morning,147091.77
241518,161963,Front Office,Associate,Morning,81562.32
241519,160895,Maintenance,Associate,Morning,151796.38
241520,160290,Sales,Supervisor,Evening,65661.19
241521,161720,Housekeeping,Associate,Morning,24179.26
241522,161744,Housekeeping,Chef,Evening,43198.19
241523,160704,Sales,Supervisor,Night,100356.36
241524,161356,Sales,Chef,Night,55880.77
241525,160692,Maintenance,Manager,Night,144257.02
241526,161878,Front Office,Supervisor,Night,105323.6
241527,160402,Front Office,Technician,Evening,54161.93
241528,161796,Food & Beverage,Chef,Night,122069.34
241529,161435,Food & Beverage,Manager,Night,138920.19
241530,161235,Food & Beverage,Supervisor,Morning,165009.62
241531,160183,Food & Beverage,Technician,Evening,175015.72
241532,161565,Housekeeping,Associate,Night,29862.8
241533,160358,Sales,Technician,Night,137163.56
241534,160803,Front Office,Chef,Morning,55333.34
241535,160940,Maintenance,Supervisor,Morning,72779.65
241536,161285,Housekeeping,Supervisor,Morning,175058.84
241537,161301,Housekeeping,Technician,Night,149513.3
241538,160494,Maintenance,Manager,Evening,56867.53
241539,160201,Food & Beverage,Supervisor,Night,84713.95
241540,160476,Housekeeping,Associate,Evening,128998.17
241541,161582,Housekeeping,Chef,Evening,170038.8
241542,160108,Sales,Manager,Night,105274.59
241543,161509,Maintenance,Associate,Evening,19108.72
241544,160052,Sales,Executive,Evening,50137.34
241545,160559,Maintenance,Executive,Morning,73363.96
241546,161035,Maintenance,Associate,Night,112726.88
241547,161345,Sales,Technician,Evening,146537.87
241548,160313,Food & Beverage,Chef,Evening,142423.87
241549,160984,Maintenance,Chef,Morning,152174.75
241550,160019,Food & Beverage,Supervisor,Night,93086.16
241551,160656,Maintenance,Manager,Morning,49144.65
241552,161943,Sales,Supervisor,Morning,63165.5
241553,161179,Sales,Technician,Morning,134413.4
241554,160419,Front Office,Associate,Night,29073.52
241555,161492,Maintenance,Supervisor,Night,124476.13
241556,160962,Front Office,Supervisor,Morning,35990.69
241557,160128,Sales,Executive,Morning,166294.04
241558,161239,Sales,Associate,Morning,143669.44
241559,161110,Maintenance,Chef,Evening,77694.03
241560,160007,Housekeeping,Manager,Evening,46799.76
241561,160002,Sales,Manager,Evening,152451.78
241562,160506,Sales,Manager,Morning,80341.04
241563,161723,Front Office,Chef,Evening,167277.85
241564,160314,Food & Beverage,Supervisor,Night,121943.12
241565,161158,Maintenance,Chef,Night,139700.66
241566,161651,Maintenance,Manager,Night,47514.16
241567,160775,Housekeeping,Chef,Evening,129274.4
241568,161274,Front Office,Associate,Morning,57608.2
241569,161189,Housekeeping,Executive,Evening,167349.22
241570,160011,Housekeeping,Chef,Evening,43537.22
241571,160850,Food & Beverage,Manager,Morning,100152.91
241572,160530,Sales,Manager,Night,69647.4
241573,160780,Housekeeping,Supervisor,Morning,76328.64
241574,161865,Sales,Associate,Evening,157675.69
241575,161525,Sales,Technician,Night,64137.0
241576,160985,Front Office,Associate,Evening,98007.06
241577,160070,Housekeeping,Chef,Evening,176862.84
241578,161646,Sales,Associate,Evening,37074.67
241579,160269,Housekeeping,Chef,Night,93919.82
241580,160908,Front Office,Associate,Morning,109243.95
241581,160214,Housekeeping,Chef,Night,51405.09
241582,161869,Front Office,Executive,Night,133261.1
241583,161068,Sales,Chef,Morning,109055.1
241584,161743,Housekeeping,Technician,Morning,61826.37
241585,160959,Sales,Associate,Evening,35282.78
241586,161039,Front Office,Executive,Night,164664.74
241587,160605,Front Office,Technician,Morning,127078.22
241588,161320,Food & Beverage,Executive,Evening,77279.77
241589,161693,Front Office,Chef,Morning,162391.6
241590,160344,Food & Beverage,Supervisor,Night,80558.48
241591,160650,Sales,Chef,Morning,167476.36
241592,161739,Housekeeping,Associate,Evening,27797.12
241593,161480,Maintenance,Supervisor,Morning,167785.71
241594,160576,Housekeeping,Manager,Morning,104412.97
241595,160168,Sales,Executive,Evening,19469.46
241596,161782,Front Office,Supervisor,Night,19326.17
241597,161129,Food & Beverage,Executive,Evening,114090.97
241598,160996,Sales,Manager,Morning,117026.1
241599,161072,Sales,Manager,Evening,158772.93
241600,160488,Sales,Executive,Evening,117636.91
241601,160785,Front Office,Executive,Night,123829.47
241602,161747,Maintenance,Technician,Night,175286.64
241603,160347,Maintenance,Chef,Evening,110471.02
241604,161878,Maintenance,Supervisor,Evening,40804.35
241605,161640,Sales,Chef,Evening,90344.48
241606,160498,Housekeeping,Technician,Night,43788.71
