Channel_ID,Channel_Name,Campaign_Date,Spend,Impressions,Clicks,Bookings_Attributed
230393,Meta,2023-10-06 20:43:04,305063.74,8028808,111369,27595
230394,Google Ads,2023-09-19 15:48:27,550891.61,7133180,430867,16130
230395,Google Ads,2023-01-13 19:39:21,651889.86,9283120,497543,20164
230396,Direct,2024-09-28 23:58:34,556054.3,3807849,450805,28091
230397,Affiliate,2024-11-14 21:22:55,981892.93,9257956,458327,11620
230398,OTA,2025-01-16 11:14:30,598865.29,7670048,218730,5718
230399,Google Ads,2025-01-20 07:22:21,679963.41,7398437,426245,4069
230400,Affiliate,2023-10-05 08:54:28,282461.56,7720799,493610,14656
230401,Meta,2024-01-28 22:14:55,242717.9,6404667,126424,14214
230402,Direct,2024-11-13 20:43:03,345468.12,4107999,175912,1507
230403,Meta,2023-09-22 12:18:58,708632.08,8448682,57467,19020
230404,Direct,2025-10-23 22:36:18,867933.69,7752961,53819,6514
230405,Meta,2024-06-06 01:53:14,162801.02,5768609,135967,26332
230406,Affiliate,2024-05-03 18:21:49,946455.7,976358,32461,9165
230407,Meta,2025-11-21 20:27:47,566737.01,5779563,258382,19828
230408,Meta,2024-02-07 02:13:53,923429.53,309027,251176,3972
230409,Affiliate,2025-08-17 11:16:16,707034.58,5633562,252491,14622
230410,OTA,2023-12-04 00:26:51,78050.29,8185924,113275,5595
230411,Meta,2023-05-13 19:28:05,393765.8,413056,415710,23119
230412,Meta,2024-09-25 07:47:54,81357.06,6432073,457484,13570
230413,Email,2025-01-03 01:00:15,851873.79,4792161,331299,19673
230414,Affiliate,2025-03-03 11:21:17,853966.72,8924702,315604,13859
230415,OTA,2024-06-10 18:24:28,312009.98,1608766,33404,366
230416,Affiliate,2024-04-22 15:03:56,809153.64,4751458,362408,15846
230417,OTA,2023-06-21 03:26:45,853069.27,4258165,310551,9636
230418,Email,2023-11-14 14:34:33,812543.93,820520,255553,7118
230419,Meta,2025-09-08 21:32:24,629989.46,1557862,246031,12869
230420,OTA,2025-01-16 06:45:34,752369.19,477925,477426,28062
230421,Direct,2024-06-03 11:16:47,12538.77,993048,400714,12147
230422,Affiliate,2025-02-12 05:05:10,778295.88,7561728,347910,9776
230423,Email,2024-04-27 02:20:12,828223.26,2704397,134663,17597
230424,Direct,2025-03-06 06:52:29,865946.84,9654820,417712,5037
230425,Email,2025-04-10 09:50:34,763161.96,3572603,138092,25279
230426,Affiliate,2025-08-04 07:41:19,613968.69,16680,112581,13067
230427,Google Ads,2024-09-26 04:30:35,905032.07,5224263,425406,18544
230428,Meta,2025-10-09 17:06:27,718134.41,3606975,347171,21383
230429,Direct,2024-10-18 09:54:22,605423.72,4761284,334771,2838
230430,Affiliate,2025-01-08 11:16:56,380142.07,6738078,229134,27493
230431,Meta,2023-03-07 16:14:54,842198.4,6910694,361905,16151
230432,OTA,2025-02-26 05:26:16,710709.23,5480415,148598,18095
230433,Affiliate,2023-12-15 00:59:48,915434.59,3564092,476844,5804
230434,Google Ads,2025-10-19 16:07:54,762012.92,6127290,399650,22192
230435,OTA,2023-08-16 15:50:49,892713.71,5470327,187314,19954
230436,Meta,2024-12-04 23:42:21,915981.93,9229879,459605,28335
230437,Direct,2025-04-09 23:43:27,438536.76,3291385,122506,15499
230438,Email,2024-09-17 11:06:24,523893.61,3723170,8052,25099
230439,Meta,2025-11-18 19:30:08,15206.72,5080252,273656,10688
230440,OTA,2024-03-06 14:39:04,630696.73,8868501,242532,15194
230441,Affiliate,2024-10-29 23:22:31,137152.28,5579299,320676,25462
230442,Meta,2023-09-17 09:14:09,540160.12,8811566,127974,3732
230443,Meta,2025-05-17 14:54:55,463477.23,8509005,83232,12136
230444,Meta,2024-08-31 06:39:13,460279.77,4442449,137957,4153
230445,Meta,2025-03-10 00:48:16,544579.41,529989,190185,25968
230446,Email,2025-11-13 03:08:13,564278.01,4564275,374401,17089
230447,Google Ads,2024-01-09 17:37:23,200437.14,2227924,222380,10795
230448,Direct,2025-07-17 01:25:31,319486.9,8627276,190445,21219
230449,Google Ads,2025-10-18 12:05:04,288280.34,6117264,286553,2677
230450,Affiliate,2025-12-24 08:09:12,126534.29,8484316,292643,20979
230451,Affiliate,2023-07-16 09:18:27,147950.06,8876657,217777,23648
230452,OTA,2024-03-14 00:54:18,28319.19,944522,135910,28097
230453,Email,2023-08-25 18:15:40,457850.74,5426506,124325,9892
230454,Email,2025-04-13 18:41:17,930201.98,4844385,419406,25984
230455,Affiliate,2025-06-13 10:41:55,868214.5,9822194,243813,9072
230456,OTA,2023-07-13 18:29:29,276441.35,4604857,320017,16316
230457,Affiliate,2025-03-18 11:20:47,771191.33,7257598,199650,17637
230458,Google Ads,2024-06-30 07:17:40,636019.89,8743905,484721,21435
230459,OTA,2023-09-26 16:32:54,798348.66,8449118,43956,28977
230460,Google Ads,2023-02-12 12:43:39,408612.61,1843351,247898,2857
230461,Affiliate,2025-08-03 09:49:24,907168.9,9069535,325144,2924
230462,OTA,2023-10-21 21:14:10,501451.07,7775325,146524,13485
230463,Meta,2025-05-12 13:26:07,613494.12,1467475,492299,8388
230464,OTA,2024-02-26 01:59:59,482108.99,6303646,325714,26863
230465,Email,2024-12-25 00:28:08,440411.69,5991353,41991,2892
230466,OTA,2023-10-13 09:38:55,806004.44,8661000,201989,10079
230467,Meta,2025-01-30 08:54:28,145191.5,6957381,154335,17271
230468,Meta,2024-02-07 19:43:47,764923.86,7980167,440506,3870
230469,OTA,2025-10-16 22:21:22,49074.9,9555951,468804,17058
230470,Meta,2023-03-10 19:16:57,375216.62,7174065,431883,22999
230471,Direct,2024-08-18 19:24:48,398478.69,3936576,425138,29908
230472,Email,2025-05-05 15:37:31,639521.86,4976871,355520,17890
230473,OTA,2025-10-06 09:17:15,537009.08,6555292,280965,11032
230474,Google Ads,2024-09-07 06:33:25,166278.63,4694328,405484,23516
230475,Email,2024-08-23 22:06:10,577926.59,36635,317151,2902
230476,Email,2023-01-08 18:32:12,485329.27,620260,89316,22444
230477,Direct,2023-12-23 13:20:56,398476.52,9142490,20268,11721
230478,OTA,2025-04-06 23:58:23,382387.81,2966876,446643,8687
230479,Meta,2024-03-29 08:33:01,433051.18,5907383,24641,7996
230480,Email,2025-05-09 00:19:12,625389.89,9126840,222203,2403
230481,Direct,2024-04-29 02:40:09,451501.28,2196919,198194,29483
230482,Direct,2024-10-01 19:09:03,469262.29,6711800,494544,29013
230483,Email,2024-02-02 02:09:26,19497.89,7756569,156943,25274
230484,Google Ads,2023-09-23 03:23:40,776641.63,959993,164944,10890
230485,Meta,2023-08-20 01:42:34,131553.14,8359512,430315,14437
230486,OTA,2023-06-24 09:17:04,63793.36,7369161,337525,24273
230487,OTA,2023-01-22 17:58:20,130627.05,6726768,356284,3772
230488,OTA,2023-07-09 19:23:57,908032.28,3237781,429523,12028
230489,Email,2023-09-18 13:13:05,717360.83,5775095,368386,4980
230490,Direct,2024-05-12 21:20:38,667769.48,621080,344988,27119
230491,Direct,2024-12-22 17:04:40,635489.05,6926701,220320,11875
230492,Email,2023-08-21 03:25:34,672635.78,908382,479698,11576
230493,OTA,2023-03-27 11:01:01,214348.52,5710959,325486,23310
230494,Direct,2023-07-07 01:35:56,253330.4,5354908,369918,2142
230495,Google Ads,2023-05-24 05:47:03,198294.54,5109850,148023,17752
230496,Direct,2024-01-13 12:11:52,191933.48,6568694,319407,2605
230497,Direct,2025-10-07 11:38:03,578998.38,5102750,374093,26861
230498,Meta,2024-03-07 13:05:03,526216.41,2596775,310728,1350
230499,Google Ads,2024-01-25 19:33:26,935498.53,3442278,272119,29895
230500,OTA,2024-01-31 17:13:02,411792.72,6201582,484107,16021
230501,Affiliate,2025-03-29 05:59:59,825120.79,2271137,408118,21707
230502,Direct,2025-09-19 20:22:30,685137.28,1374066,267497,5220
230503,Meta,2023-06-27 19:01:50,69359.93,5298098,305362,22593
230504,OTA,2024-11-13 14:35:57,323916.42,9229609,345678,2347
230505,Email,2024-10-09 16:36:50,813258.62,6495338,266801,15441
230506,Email,2023-11-10 14:33:07,843053.06,7403054,342577,19408
230507,Google Ads,2023-09-05 02:45:06,766632.3,7121853,182027,15516
230508,Meta,2025-07-03 15:05:03,853928.23,6813154,281013,16447
230509,Direct,2023-09-14 02:09:26,755886.28,8059263,355418,27903
230510,Email,2024-03-05 01:48:15,355894.14,1023950,413765,12782
230511,Meta,2023-12-25 05:20:39,68039.02,7288139,377013,2239
230512,Direct,2023-03-12 15:08:26,522981.32,6871172,331801,13264
230513,Direct,2024-06-23 23:22:15,63286.82,3852726,119648,21098
230514,Meta,2024-10-22 04:57:08,284738.17,7933513,130650,13285
230515,Email,2024-01-14 11:15:45,235144.45,5736985,32211,16247
230516,Email,2024-01-13 12:06:56,755192.93,3026229,483508,2041
230517,Google Ads,2024-02-05 04:17:40,615837.87,1708072,120021,15083
230518,Direct,2024-08-18 20:10:22,903025.32,4171302,215910,24454
230519,OTA,2024-02-18 23:50:52,35603.91,2731728,493540,9381
230520,Meta,2024-05-10 09:43:04,210582.98,3503900,96757,14845
230521,Email,2024-03-13 14:42:29,121200.5,3302719,397948,4405
230522,OTA,2023-12-06 05:55:26,941708.28,839440,3087,29128
230523,Affiliate,2024-01-16 01:11:05,898740.96,4991041,267314,27655
230524,Google Ads,2024-04-11 06:25:08,520429.67,4266944,364747,5635
230525,Google Ads,2024-07-26 00:58:59,899699.8,1422916,229374,20723
230526,Meta,2023-01-04 11:51:05,401643.77,2648729,287967,18655
230527,Affiliate,2025-07-17 02:21:20,127018.16,7937055,143582,13850
230528,Meta,2023-01-27 09:36:04,727129.82,3265206,292907,3694
230529,Email,2024-04-29 21:32:07,224410.49,1736609,53777,3683
230530,Affiliate,2024-08-07 04:35:44,799606.44,8703388,486818,27522
230531,Direct,2024-02-15 13:08:02,236392.03,9562792,411935,16465
230532,Direct,2023-11-01 13:34:54,93591.01,9398825,247602,23578
230533,OTA,2024-07-27 22:31:56,431764.45,694225,14463,1420
230534,Google Ads,2023-01-21 01:53:57,859095.93,5615745,244519,377
230535,Affiliate,2023-08-17 09:13:08,230466.9,5026378,26353,2124
230536,Direct,2025-04-02 03:30:17,171378.19,8050247,494197,21468
230537,OTA,2024-04-30 23:46:58,132042.65,7228112,288805,4944
230538,Direct,2024-09-01 14:11:12,55573.64,235674,437825,27913
230539,Meta,2024-01-09 08:32:35,312694.03,7588967,401166,13401
230540,Affiliate,2025-10-05 12:35:46,756461.16,5496002,101926,28406
230541,Affiliate,2025-11-09 10:59:59,447358.75,4507143,214325,9112
230542,Meta,2023-11-27 21:09:43,193419.86,6784836,203741,18624
230543,Affiliate,2024-06-03 20:13:48,331049.97,5273546,136822,19965
230544,Affiliate,2023-04-29 16:35:33,271594.33,4043014,45653,11178
230545,Meta,2025-07-20 05:15:50,194147.51,4664162,432450,3110
230546,Affiliate,2023-08-27 15:03:41,536918.54,8906612,114394,29268
230547,Email,2024-10-27 04:35:03,824563.66,810080,256076,4472
230548,Direct,2023-04-07 02:46:40,692620.84,7575847,149504,2851
230549,Email,2023-12-25 02:12:57,649111.65,2533295,141641,16859
230550,Direct,2025-03-14 06:15:14,538151.71,5433484,111106,7466
230551,OTA,2025-06-02 07:45:09,303459.97,1029520,68837,12954
230552,Meta,2024-05-17 22:20:18,144369.05,4844059,367315,6120
230553,Email,2023-01-02 22:36:36,515775.2,4590632,260661,2665
230554,OTA,2025-05-28 13:43:53,265907.22,857958,69998,8561
230555,Email,2024-03-20 22:14:47,300169.84,9044808,447054,20893
230556,Meta,2025-07-05 23:22:03,138663.97,9999060,444952,22955
230557,OTA,2025-04-05 19:06:49,802341.8,1816562,311348,12738
230558,Google Ads,2023-10-08 20:34:13,545295.47,9703387,19172,2497
230559,Meta,2024-04-10 00:40:11,212103.37,7660131,495735,18384
230560,Google Ads,2025-02-07 05:21:01,612325.13,2617409,70135,7233
230561,Affiliate,2023-12-02 14:32:16,871406.12,181837,290590,24455
230562,Affiliate,2024-08-07 08:28:47,598491.03,1645964,196725,10030
230563,Direct,2024-10-08 14:54:58,494668.7,1727110,340165,1444
230564,Email,2023-11-06 02:14:53,620571.9,1355086,417761,5455
230565,Email,2024-04-22 21:29:31,49242.55,7081194,156258,11667
230566,Google Ads,2024-01-30 13:28:33,323217.81,953736,78587,11570
230567,Affiliate,2025-11-20 07:57:32,579646.49,3958545,462818,28549
230568,Google Ads,2024-01-30 20:37:41,88022.49,2986482,22648,29306
230569,Google Ads,2025-10-27 05:07:19,455911.52,8180136,254854,19606
230570,Meta,2025-11-21 09:07:31,494852.32,6534869,160555,19882
230571,Direct,2024-04-27 18:47:50,926678.42,8570151,169140,3439
230572,Direct,2025-10-29 21:01:51,486023.37,8131270,18007,15543
230573,Email,2023-12-23 19:03:26,73257.4,5355527,226768,3417
230574,Google Ads,2025-08-15 10:52:45,291333.02,6638510,69721,2460
230575,Meta,2023-10-23 10:41:02,333038.76,6410141,268744,21852
230576,Direct,2025-10-28 23:07:50,812377.52,625864,453482,1165
230577,Affiliate,2024-09-01 00:46:24,886208.46,9086901,361694,25726
230578,Google Ads,2024-10-23 16:24:08,809506.19,3887488,475325,12258
230579,OTA,2023-11-23 16:55:21,736945.86,2350941,286118,7706
230580,Meta,2025-06-13 21:45:11,33030.93,312561,119438,28813
230581,Meta,2025-02-15 11:52:18,523221.76,9650653,259196,26257
230582,Google Ads,2025-06-20 00:05:19,939480.52,2982494,28149,19399
230583,Affiliate,2024-02-29 20:25:34,430730.4,9287144,170344,21743
230584,OTA,2025-07-11 14:06:45,29782.0,8339269,118760,11272
230585,Email,2023-01-01 00:54:49,808961.87,4226787,434327,22908
230586,Meta,2024-06-18 07:14:43,67422.07,4735466,201013,6860
230587,Google Ads,2025-10-07 09:27:30,366475.33,1034539,402884,20229
230588,Email,2025-05-06 23:21:56,242971.87,4230753,441691,18427
230589,Google Ads,2025-12-13 09:35:47,841610.92,7888927,218020,22976
230590,Meta,2025-08-01 14:21:41,118120.01,8937430,253577,28670
230591,Direct,2025-12-11 18:22:37,920793.85,8773869,447891,8979
230592,Google Ads,2023-03-07 02:20:20,50072.48,2061583,11748,12921
230593,Google Ads,2025-04-30 18:08:49,726386.48,3827122,290122,12681
230594,Google Ads,2025-07-13 21:03:29,738735.7,4604823,89546,6759
230595,Email,2024-11-29 15:49:38,284151.56,6502068,302437,3809
230596,Affiliate,2023-05-05 14:14:51,907860.44,6250009,473235,5314
230597,Google Ads,2023-01-01 01:53:07,179330.44,9929098,390573,8152
230598,Email,2025-06-30 05:57:51,524710.05,1260382,273261,6782
230599,Affiliate,2024-10-17 09:28:52,361694.33,690884,483664,15148
230600,Direct,2025-04-06 19:58:15,298036.52,4984425,30029,16371
230601,Email,2023-08-20 05:06:23,740142.29,6629836,342984,9171
230602,Affiliate,2024-12-03 04:01:53,33079.04,7826746,20487,24874
230603,Meta,2023-07-11 08:20:15,271261.82,176058,105558,5747
230604,Google Ads,2024-03-03 14:52:31,190034.46,8319134,286005,3248
230605,OTA,2024-12-12 19:40:51,820941.36,1004325,441710,25534
230606,Affiliate,2025-03-24 01:21:19,112601.12,1488691,317123,14634
230607,Meta,2024-07-12 18:51:18,344905.29,1995520,102767,8127
230608,OTA,2023-05-29 15:35:35,267292.06,9727298,115653,13347
230609,Email,2025-11-18 06:17:44,808574.23,4745640,363826,11002
230610,Email,2024-03-19 03:23:58,284127.88,5237368,61442,12270
230611,Meta,2024-02-10 04:36:12,183763.57,3475179,487072,28577
230612,Google Ads,2025-01-14 08:42:04,424643.57,9962652,243241,13990
230613,Meta,2025-10-27 15:58:26,662296.12,5470928,281244,26743
230614,Direct,2023-11-13 20:53:10,103477.02,8245606,120871,3140
230615,OTA,2024-07-19 13:44:47,740371.87,7344663,108783,22408
230616,Direct,2023-12-22 18:51:45,990392.74,185259,232179,27253
230617,OTA,2023-01-07 07:45:38,956866.2,9871040,478209,2748
230618,Affiliate,2024-09-03 14:32:59,72720.75,1067260,11675,15864
230619,Affiliate,2024-11-24 21:07:05,169392.92,6600710,134397,19991
230620,Affiliate,2025-05-17 11:40:30,572287.12,1990386,30189,734
230621,OTA,2025-05-11 09:07:05,221519.42,3601312,348287,194
230622,Meta,2023-02-21 04:00:52,985592.99,9109797,497283,12998
230623,Meta,2025-03-05 06:45:11,89617.19,3024629,169697,24883
230624,Affiliate,2023-02-19 14:51:53,657352.59,2806131,177320,2708
230625,Google Ads,2025-12-01 23:25:27,935332.33,3677542,321402,22842
230626,Direct,2024-09-03 11:24:17,681854.39,6510036,413565,22059
230627,Meta,2023-08-25 05:54:56,62173.5,5465088,111662,5789
230628,Direct,2025-06-26 17:29:22,736786.6,5196624,212414,10838
230629,Email,2023-09-25 18:13:23,152099.72,8339988,371341,15941
230630,Affiliate,2025-12-10 16:47:41,628379.88,3946462,199972,3774
230631,Meta,2024-04-30 00:53:48,802464.65,9042785,38149,4493
230632,Email,2023-06-15 14:42:36,189175.29,7333211,449822,12906
230633,Google Ads,2024-09-28 10:42:54,911919.69,1203053,317607,27906
230634,Google Ads,2024-06-10 04:17:51,745705.5,2319981,91726,18981
230635,Google Ads,2023-07-06 13:11:17,126875.16,2908803,415177,26991
230636,Email,2024-05-01 04:42:48,683117.1,1268318,344944,5359
230637,Email,2025-11-06 12:06:51,905338.13,1040374,369815,16693
230638,Google Ads,2025-07-27 01:34:46,87768.03,1268141,64243,29118
230639,Meta,2023-02-28 00:51:48,929583.86,1253452,35397,26128
230640,Google Ads,2025-03-13 02:43:06,862648.74,5762770,1268,11219
230641,Affiliate,2024-03-06 21:32:07,327225.99,9789209,480857,5101
230642,Direct,2025-01-20 02:25:33,707923.34,4205929,468165,4909
230643,Google Ads,2025-11-29 06:28:54,505128.43,9615440,357119,19645
230644,Meta,2023-04-19 23:29:06,420904.28,4310269,359832,3040
230645,Direct,2025-02-27 10:47:01,819007.88,3362927,85551,25383
230646,Meta,2025-05-22 11:31:10,865373.47,288447,472521,28587
230647,OTA,2024-04-30 21:44:51,593715.09,2819142,305793,16610
230648,OTA,2024-12-15 17:36:38,310274.54,4058059,11633,17419
230649,OTA,2024-12-06 16:39:24,309738.25,804775,73879,4645
230650,Direct,2025-03-27 00:03:56,410686.74,9388566,120347,205
230651,OTA,2023-04-26 07:34:12,514512.47,5603281,298274,6280
230652,Email,2025-02-05 08:23:38,305347.82,6775028,32360,10480
230653,Meta,2024-08-19 01:28:35,307465.57,8067381,456390,3276
230654,Email,2023-08-28 10:18:01,566067.77,6445118,203668,23366
230655,Direct,2025-12-11 21:46:07,723670.79,1221578,165438,14366
230656,Affiliate,2024-01-13 03:54:05,632558.4,7589412,56166,10398
230657,Google Ads,2023-08-26 09:59:53,599967.81,1265711,105915,1861
230658,OTA,2025-08-05 14:09:14,340521.4,2819770,314452,14937
230659,Affiliate,2023-12-02 22:17:22,50597.28,7089620,24615,7302
230660,Affiliate,2023-08-30 04:06:03,250863.41,5626422,475080,20438
230661,Meta,2024-05-05 16:49:57,813165.7,3805363,157243,20667
230662,Affiliate,2023-12-13 00:32:40,87064.4,8151330,155888,21407
230663,Meta,2024-03-09 01:24:53,351937.37,1064508,190046,16377
230664,OTA,2023-07-03 07:14:22,546064.66,4295770,349788,10775
230665,Google Ads,2023-01-26 16:47:58,734354.92,4216660,322663,28084
230666,Direct,2024-05-05 08:01:47,576356.73,4946054,259248,12088
230667,Affiliate,2023-08-31 14:39:37,434928.16,2975833,39291,6337
230668,Google Ads,2025-09-16 21:30:49,797405.53,4786806,452160,12803
230669,Affiliate,2023-12-06 19:27:42,845635.69,6715532,56223,17927
230670,Direct,2025-11-03 10:12:17,19872.9,6455283,243065,11542
230671,Email,2024-03-25 03:06:20,921607.95,7651644,393708,352
230672,Meta,2023-06-15 07:24:03,73073.8,4056111,28140,7358
230673,Meta,2024-08-20 16:00:56,6018.63,4340573,62228,5229
230674,Direct,2023-06-01 02:52:30,340327.03,1968631,485284,28092
230675,Google Ads,2023-08-07 05:26:16,562976.84,2706297,369085,15156
230676,OTA,2024-07-18 12:28:01,385129.54,4940553,167257,19976
230677,Direct,2024-07-16 02:25:36,466029.06,1715075,450204,23344
230678,Email,2024-07-27 15:12:30,56645.54,4581017,333909,24422
230679,Email,2024-12-11 10:21:35,132563.91,9644833,172778,29582
230680,OTA,2023-11-29 23:10:38,736670.73,3276798,287562,28937
230681,Direct,2023-03-21 20:00:34,804067.88,7219398,481253,6879
230682,Direct,2023-09-24 15:13:03,360867.39,422309,205922,3263
230683,Email,2024-01-21 16:11:04,269523.8,7249704,291457,23926
230684,Affiliate,2025-10-29 12:45:21,170440.8,9185863,335552,21384
230685,OTA,2024-02-14 05:27:04,732932.81,8041310,379156,16352
230686,Direct,2024-01-09 20:17:22,462039.25,6772676,202641,6809
230687,Google Ads,2023-10-30 21:40:34,627912.74,628804,167883,3114
230688,OTA,2024-03-31 21:18:32,442162.13,6964439,298092,14184
230689,Affiliate,2024-02-10 10:33:17,739561.96,3709767,55457,5369
230690,OTA,2024-07-25 06:25:44,718327.78,6464938,253947,7427
230691,Email,2023-09-09 10:41:14,982529.69,9529798,365587,23599
230692,Direct,2025-05-04 17:59:23,473435.61,1481352,488303,20486
230693,Meta,2025-09-22 22:15:57,409219.7,6352158,110978,8898
230694,Meta,2023-08-01 18:47:10,578555.79,2176226,164233,12402
230695,OTA,2023-06-07 16:47:29,293529.91,3947211,234380,8741
230696,Meta,2024-07-28 21:03:33,921174.79,3824560,429622,2311
230697,Google Ads,2023-03-08 01:30:19,410271.13,9729502,413357,27547
230698,Google Ads,2024-01-19 00:28:17,159056.92,4302892,52303,19744
230699,Email,2025-05-01 14:04:51,190164.25,6522362,355757,13366
230700,Meta,2023-08-21 21:43:37,412799.51,7787480,437716,22476
230701,Direct,2023-04-02 20:44:07,191823.67,427945,474088,8384
230702,Google Ads,2025-05-15 08:49:59,47440.19,441992,384804,25111
230703,Direct,2023-12-07 13:44:46,817531.92,9939769,334487,15567
230704,Google Ads,2025-09-18 02:29:29,445516.41,3709716,283224,27391
230705,Email,2025-03-10 01:17:51,432429.08,1255142,39286,25596
230706,Affiliate,2025-10-07 16:29:09,977740.4,4153906,404501,7055
230707,Email,2023-09-22 21:22:00,297971.2,9935666,90928,8655
230708,OTA,2024-09-21 12:56:06,159511.76,5899776,293294,16509
230709,Meta,2025-03-25 15:58:35,195892.64,4316964,404006,5913
230710,Meta,2023-12-03 08:13:56,164711.03,2176039,77774,136
230711,OTA,2024-03-08 06:09:01,22192.69,2279625,136942,6076
230712,Direct,2024-07-01 14:13:03,343541.97,9730100,498730,10272
230713,Direct,2025-04-03 06:03:54,273166.62,6072888,132330,14332
230714,Meta,2023-11-11 01:07:56,895277.49,6738121,124328,5641
230715,Direct,2023-02-26 06:27:12,537700.73,4893571,371319,15790
230716,Affiliate,2023-09-14 23:15:56,524367.06,327179,238253,22248
230717,Google Ads,2023-05-16 06:32:25,533180.66,4788821,477037,9292
230718,Affiliate,2024-04-02 17:39:40,84090.28,5652396,227110,12394
230719,OTA,2024-02-02 06:40:27,222634.48,2482111,17413,29279
230720,Google Ads,2024-01-09 19:20:36,451246.21,5772739,492769,6171
230721,Affiliate,2024-12-07 07:05:19,483091.02,7054986,309325,21904
230722,Meta,2024-07-01 00:12:53,352994.84,8925586,182103,14273
230723,Meta,2023-11-13 17:07:00,133430.12,9205966,118976,19990
230724,Email,2023-07-25 10:23:45,592992.23,9926815,307143,28922
230725,Affiliate,2025-02-17 19:33:12,152414.85,4399780,454772,449
230726,Google Ads,2025-10-11 11:50:19,976761.31,7390520,319094,16496
230727,Direct,2024-09-27 19:06:17,80408.15,4521861,91555,9189
230728,Email,2023-02-08 15:38:38,879431.02,4407762,228369,10698
230729,Google Ads,2024-10-07 01:31:57,365477.43,1368755,204555,8238
230730,Meta,2023-09-25 05:04:26,867315.82,3755374,345131,6528
230731,Email,2025-06-21 02:41:19,843005.84,6222387,105937,8546
230732,OTA,2024-05-10 01:07:52,487152.79,6514144,409192,4677
230733,Google Ads,2023-06-14 08:35:25,310213.37,7893269,295271,4181
230734,Email,2024-11-20 02:59:58,606956.03,4382027,258200,23568
230735,Meta,2024-09-06 08:44:24,930963.15,941419,381956,22647
230736,OTA,2024-05-19 23:51:38,837273.43,5471734,310195,23987
230737,OTA,2023-09-18 18:01:49,584754.14,4658760,287597,7753
230738,Meta,2024-12-03 14:35:13,738848.4,2610371,492261,28166
230739,OTA,2023-12-25 06:27:57,791451.02,9743936,148177,7864
230740,OTA,2023-01-09 05:55:34,163361.09,4027322,275187,29113
230741,Google Ads,2025-08-09 07:30:43,861899.57,4769495,104634,28605
230742,Meta,2025-11-04 19:44:11,914028.41,3803447,252664,13648
230743,Direct,2023-02-18 00:13:52,598535.9,7501450,154862,19154
230744,OTA,2025-01-30 06:30:22,862757.09,652772,418815,10690
230745,Email,2025-12-06 09:22:44,56488.64,6608865,413551,20063
230746,OTA,2023-06-09 23:38:09,205515.28,7032200,127179,22823
230747,OTA,2023-11-11 15:17:00,882064.43,507269,315145,16485
230748,Affiliate,2023-05-24 17:19:08,680894.13,2348071,460921,13670
230749,Meta,2025-05-05 17:46:46,944900.18,2368123,385668,14773
230750,Email,2025-09-16 00:18:54,696783.62,6771862,216428,20364
230751,OTA,2023-02-22 13:17:55,18637.45,8586191,416367,17460
230752,Affiliate,2024-03-17 13:35:18,784004.92,1587841,62754,20221
230753,Email,2024-07-11 19:07:08,645904.92,3905742,349244,18476
230754,OTA,2025-08-19 14:44:19,631976.79,5544036,408205,10543
230755,Affiliate,2024-08-08 17:46:20,350032.93,8400935,154195,21431
230756,Direct,2025-05-24 06:01:14,336592.46,8123018,35420,20225
230757,Direct,2023-02-28 04:49:59,208012.93,8622903,49618,8844
230758,Affiliate,2024-07-04 22:55:59,486735.05,8386101,191430,8221
230759,Meta,2023-04-08 00:51:53,710511.95,7836243,91801,27936
230760,Affiliate,2025-05-24 01:24:01,587870.01,3761755,498991,18376
230761,Google Ads,2024-11-19 16:48:15,294563.4,5516950,235523,9408
230762,Google Ads,2025-07-29 05:01:29,95691.65,7112919,100794,23997
230763,OTA,2023-10-31 20:06:27,677297.12,5668559,43923,7053
230764,OTA,2025-03-17 20:41:48,728531.92,6831545,21068,12837
230765,Email,2023-12-28 10:16:30,653242.22,6974260,218844,20571
230766,Meta,2023-12-15 04:44:31,431995.88,4169429,36361,8462
230767,Google Ads,2024-04-17 19:35:34,230035.91,6305858,183658,10805
230768,OTA,2025-06-16 07:30:43,274688.19,8611855,237600,22230
230769,Meta,2023-11-26 18:53:33,497063.79,4364037,119036,20724
230770,Meta,2024-05-14 11:40:52,712006.13,9694377,79891,20124
230771,Affiliate,2025-09-18 18:41:18,812589.2,6229725,29094,24937
230772,Meta,2024-02-23 22:13:47,697543.54,8823270,263101,5237
230773,Meta,2024-10-18 00:59:52,383967.8,1480024,493690,11274
230774,OTA,2025-02-02 10:27:53,487478.1,930950,81827,22067
230775,Google Ads,2025-10-11 06:55:17,590092.23,2201127,258509,18847
230776,Direct,2023-12-13 04:46:53,163172.63,8352874,202379,24405
230777,Meta,2024-12-06 06:48:50,295173.26,9782896,407913,3205
230778,OTA,2025-11-22 16:54:50,357651.26,3719193,378175,23377
230779,OTA,2024-02-23 21:34:23,524767.66,4167054,452029,24342
230780,OTA,2023-03-28 08:20:52,69942.32,9976799,394720,16918
230781,Google Ads,2024-07-17 01:20:10,513639.86,5211293,111470,15670
230782,OTA,2024-12-22 12:33:46,592269.33,5912719,151474,17917
230783,Meta,2023-11-30 00:34:50,693329.91,5565465,146497,10203
230784,Google Ads,2024-04-07 15:05:51,549547.42,7837774,428861,3860
230785,Google Ads,2024-11-05 16:03:53,164812.59,1594724,102856,13645
230786,Affiliate,2025-05-02 12:21:06,562784.02,2605480,350393,19750
