Review_ID,Booking_ID,Review_Date,Cleanliness,Service,Location,Value,Overall_Rating,Sentiment
22014138,20109027.0,2023-12-27 15:36:53,3.0,4,4,4,3.2,Negative
22014139,20088197.0,2023-10-28 20:36:35,1.0,1,2,5,1.9,Positive
22014140,20088721.0,2023-02-02 23:13:59,1.0,4,4,1,3.6,Positive
22014141,20116762.0,2025-08-20 20:02:26,1.0,4,5,5,4.1,Positive
22014142,20008359.0,2023-06-09 03:26:14,3.0,5,2,3,4.5,Positive
22014143,20057362.0,2025-08-01 20:47:03,2.0,4,1,2,2.3,Neutral
22014144,20038974.0,2023-12-04 13:01:43,5.0,5,3,1,1.8,Positive
22014145,20061866.0,2023-12-21 18:28:07,3.0,5,3,4,3.7,Positive
22014146,20046467.0,2023-02-02 19:55:33,4.0,4,3,5,2.0,Positive
22014147,20087619.0,2024-04-23 16:06:35,2.0,1,2,5,4.4,Positive
22014148,20125065.0,2025-04-06 21:22:54,5.0,4,5,5,1.3,Neutral
22014149,20011070.0,2023-03-13 09:51:01,5.0,4,2,1,4.7,Positive
22014150,20038870.0,2023-03-18 14:15:39,5.0,2,1,2,4.9,Negative
22014151,20071410.0,2023-04-28 13:35:13,1.0,3,1,3,2.4,Positive
22014152,20118429.0,2023-01-21 13:16:08,1.0,2,5,3,3.2,Positive
22014153,20128679.0,2024-03-20 15:58:38,4.0,1,5,1,1.1,Positive
22014154,20040018.0,2025-12-16 07:38:11,2.0,3,1,1,1.5,Positive
22014155,20075786.0,2023-11-05 01:08:39,4.0,5,5,1,1.3,Positive
22014156,20006482.0,2024-08-06 23:13:48,1.0,3,4,1,1.2,Positive
22014157,20006413.0,2024-11-18 09:03:13,4.0,2,1,3,3.9,Positive
22014158,20129874.0,2023-01-28 19:23:06,3.0,4,4,3,3.8,Negative
22014159,20057571.0,2023-11-24 10:20:33,3.0,1,1,2,4.1,Positive
22014160,20077416.0,2024-06-27 16:12:39,2.0,1,2,4,3.8,Positive
22014161,20014969.0,2024-05-18 20:27:48,4.0,1,3,3,2.9,Neutral
22014162,20041970.0,2023-12-05 23:31:11,5.0,5,5,4,2.0,Neutral
22014163,20028539.0,2025-01-12 22:30:15,3.0,5,2,3,4.3,Positive
22014164,20112893.0,2024-11-14 19:50:22,5.0,2,4,2,2.5,Positive
22014165,20122893.0,2023-07-08 05:49:19,3.0,2,5,3,3.2,Neutral
22014166,20059277.0,2024-11-07 21:08:58,3.0,3,2,3,1.0,Positive
22014167,20047176.0,2023-05-16 20:48:09,2.0,4,1,5,3.2,Positive
22014168,20014906.0,2023-07-19 10:43:44,2.0,5,2,3,1.2,Positive
22014169,20088199.0,2025-04-18 07:08:49,3.0,2,4,3,3.5,Positive
22014170,20078480.0,2024-09-17 03:47:59,3.0,5,1,3,1.9,Positive
22014171,20094797.0,2023-05-08 21:42:44,4.0,2,4,2,2.5,Neutral
22014172,20032604.0,2024-07-13 08:24:37,4.0,1,5,4,4.3,Neutral
22014173,20078428.0,2023-09-21 16:01:52,2.0,2,5,2,3.2,Positive
22014174,20099325.0,2023-10-02 14:28:28,5.0,1,3,4,2.1,Negative
22014175,20016629.0,2024-08-26 14:11:53,5.0,3,4,2,3.5,Positive
22014176,20064736.0,2023-12-28 18:08:09,2.0,4,1,1,2.4,Positive
22014177,20071152.0,2024-01-05 05:20:34,4.0,5,3,5,3.4,Negative
22014178,20105658.0,2023-03-13 01:21:00,4.0,4,3,4,4.4,Neutral
22014179,20066523.0,2024-09-04 14:34:20,3.0,2,1,1,2.3,Positive
22014180,20106877.0,2024-02-21 17:14:53,1.0,3,3,4,2.9,Neutral
22014181,20102213.0,2023-12-22 14:19:29,5.0,4,3,4,1.3,Positive
22014182,20122085.0,2024-07-03 23:30:22,2.0,3,4,2,4.1,Positive
22014183,20109730.0,2024-02-18 02:00:28,4.0,5,3,4,1.9,Positive
22014184,20099528.0,2025-03-25 03:08:47,3.0,3,3,2,4.4,Positive
22014185,20096367.0,2024-07-21 03:29:13,1.0,5,5,4,1.1,Positive
22014186,20113708.0,2025-02-14 23:04:34,1.0,5,5,3,1.7,Positive
22014187,20002462.0,2025-12-30 06:31:11,1.0,1,1,4,4.1,Positive
22014188,20004178.0,2023-10-23 00:24:17,2.0,5,1,2,2.4,Negative
22014189,20076978.0,2025-05-10 21:32:13,3.0,1,3,3,1.0,Positive
22014190,20094729.0,2025-11-27 12:05:25,3.0,3,4,1,4.5,Positive
22014191,20067187.0,2025-05-01 23:21:57,5.0,2,5,4,3.3,Neutral
22014192,20054086.0,2023-03-22 01:47:59,3.0,2,3,2,3.5,Neutral
22014193,20101395.0,2025-11-23 20:48:10,4.0,1,2,4,4.2,Positive
22014194,20080940.0,2023-04-18 13:09:10,3.0,2,1,3,2.8,Positive
22014195,20009466.0,2025-05-13 21:47:19,4.0,2,5,5,1.1,Positive
22014196,20048950.0,2025-05-05 21:12:17,2.0,1,1,2,1.2,Positive
22014197,20099068.0,2024-10-25 16:18:22,3.0,5,4,1,4.0,Positive
22014198,20071439.0,2025-08-26 00:04:41,5.0,5,3,2,3.9,Positive
22014199,20110316.0,2024-12-02 19:32:04,5.0,3,5,4,5.0,Positive
22014200,20082351.0,2023-09-23 16:25:56,5.0,2,1,5,3.7,Positive
22014201,20058917.0,2025-12-16 17:24:17,5.0,1,5,3,1.7,Positive
22014202,20073172.0,2025-10-25 18:55:48,1.0,3,4,1,1.9,Positive
22014203,20091534.0,2023-08-22 21:28:38,5.0,5,1,5,2.3,Neutral
22014204,20123407.0,2023-10-07 07:23:15,5.0,1,1,4,4.8,Positive
22014205,20099166.0,2023-03-07 22:28:33,1.0,4,3,3,4.3,Positive
22014206,20020654.0,2024-05-06 11:02:12,5.0,2,5,5,1.8,Neutral
22014207,20128217.0,2025-06-07 02:44:11,3.0,3,5,1,3.8,Positive
22014208,20053765.0,2023-03-02 02:22:44,4.0,2,4,4,1.0,Positive
22014209,20114490.0,2024-05-03 22:00:48,4.0,3,4,5,4.3,Neutral
22014210,20067122.0,2023-07-13 10:08:03,5.0,2,2,5,1.3,Neutral
22014211,20051746.0,2024-08-29 03:59:53,4.0,1,2,1,2.7,Neutral
22014212,20118139.0,2023-01-28 14:06:01,3.0,5,5,1,1.9,Positive
22014213,20065703.0,2024-12-02 08:35:31,2.0,4,4,5,1.6,Positive
22014214,20037116.0,2025-03-05 21:00:09,4.0,2,5,5,1.6,Positive
22014215,20116873.0,2024-02-17 18:36:17,1.0,1,3,2,2.4,Positive
22014216,20053618.0,2025-10-09 10:13:05,3.0,1,1,1,3.6,Positive
22014217,20107704.0,2023-07-16 23:53:44,2.0,4,3,2,4.9,Neutral
22014218,20095116.0,2023-08-24 16:13:53,5.0,4,5,5,3.5,Positive
22014219,20066922.0,2023-10-28 21:40:48,1.0,1,3,5,1.7,Positive
22014220,20075949.0,2023-11-24 10:05:26,4.0,2,1,4,1.9,Positive
22014221,20080203.0,2024-10-05 02:23:31,2.0,4,4,5,2.5,Positive
22014222,20099526.0,2024-10-05 07:13:44,4.0,4,4,2,3.5,Neutral
22014223,20075761.0,2025-03-07 20:59:09,5.0,5,2,3,2.7,Negative
22014224,20119247.0,2024-07-02 23:14:24,5.0,5,5,2,1.7,Positive
22014225,20054440.0,2023-07-22 08:27:22,4.0,1,3,4,3.1,Neutral
22014226,20072065.0,2023-07-05 08:44:59,3.0,1,3,4,3.6,Neutral
22014227,20059621.0,2024-04-03 15:37:42,1.0,3,1,1,2.0,Positive
22014228,20016978.0,2025-05-23 09:25:56,4.0,3,5,4,3.6,Positive
22014229,20040253.0,2023-03-01 18:21:00,3.0,4,5,1,2.8,Positive
22014230,20119266.0,2024-12-03 21:13:51,5.0,4,1,1,1.8,Neutral
22014231,20120521.0,2024-10-10 20:10:40,3.0,4,4,4,1.2,Positive
22014232,20085481.0,2023-07-06 22:53:36,5.0,5,1,1,1.7,Positive
22014233,20104827.0,2024-08-29 21:30:14,4.0,2,5,4,2.1,Neutral
22014234,20110732.0,2023-07-25 01:15:03,2.0,1,2,3,1.9,Positive
22014235,20092910.0,2025-09-25 19:51:59,2.0,2,4,5,2.7,Positive
22014236,20115574.0,2023-11-27 23:10:41,5.0,5,2,3,4.4,Positive
22014237,20086494.0,2025-04-25 01:43:59,1.0,4,2,4,4.6,Positive
22014238,20030611.0,2025-07-05 19:52:15,3.0,3,3,4,2.7,Positive
22014239,20048706.0,2023-11-24 23:17:39,5.0,3,4,5,2.1,Positive
22014240,20118651.0,2024-08-07 09:33:12,3.0,5,2,4,1.2,Positive
22014241,20024419.0,2025-11-05 14:52:24,,1,5,2,4.1,Positive
22014242,20122806.0,2025-07-07 03:57:47,1.0,3,5,3,4.9,Positive
22014243,20077850.0,2025-08-21 04:22:19,1.0,4,1,5,2.1,Negative
22014244,20084429.0,2025-09-11 22:05:51,1.0,2,1,2,4.6,Neutral
22014245,20116007.0,2023-08-30 15:39:50,2.0,1,2,4,2.9,Positive
22014246,20069690.0,2025-03-20 06:19:31,1.0,5,4,1,4.2,Positive
22014247,20021318.0,2024-10-26 09:10:50,3.0,2,5,1,4.3,POSITIVE
22014248,20123077.0,2024-11-14 03:11:12,4.0,5,1,5,4.2,Positive
22014249,20041960.0,2023-08-23 05:36:36,3.0,3,3,2,4.0,Positive
22014250,20070936.0,2023-04-03 00:27:10,3.0,4,3,1,3.3,Neutral
22014251,20025337.0,2023-12-08 12:21:23,5.0,3,3,1,2.4,Positive
22014252,20097588.0,2024-10-01 15:00:40,2.0,2,2,3,4.7,Neutral
22014253,20036934.0,2024-09-08 16:16:07,3.0,3,1,3,4.4,Positive
22014254,20094667.0,2025-09-27 09:42:09,5.0,3,5,2,3.0,Neutral
22014255,20091607.0,2025-10-19 03:54:29,2.0,4,4,3,4.6,Positive
22014256,20082572.0,2024-09-16 03:49:11,2.0,5,1,2,4.5,Neutral
22014257,20041001.0,2023-08-28 23:44:24,3.0,3,2,1,4.2,Negative
22014258,20038457.0,2024-02-29 04:48:50,,5,5,3,1.1,Positive
22014259,20018761.0,2024-11-15 23:35:52,1.0,4,2,2,3.3,Positive
22014260,20016196.0,2025-12-11 22:00:13,3.0,2,4,1,5.0,Negative
22014261,20097281.0,2025-02-14 23:52:50,1.0,2,1,4,5.0,Neutral
22014262,20027450.0,2023-03-31 00:49:40,5.0,2,3,1,2.6,Positive
22014263,20119224.0,2024-02-07 01:23:02,2.0,4,2,1,5.0,Neutral
22014264,20123897.0,2023-03-31 10:20:22,4.0,2,5,1,3.0,Positive
22014265,20113470.0,2025-04-18 13:01:41,2.0,4,2,5,3.6,Positive
22014266,20004861.0,2023-09-07 01:49:58,1.0,4,3,4,1.3,Positive
22014267,20033988.0,2023-03-06 09:38:12,4.0,4,4,5,3.8,Positive
22014268,20060762.0,2023-03-30 14:07:22,2.0,5,1,4,3.6,Positive
22014269,20040103.0,2025-09-26 20:10:08,4.0,5,2,2,1.2,Positive
22014270,20101945.0,2024-12-21 04:29:38,4.0,2,4,1,1.9,Positive
22014271,20019227.0,2023-07-23 17:51:04,1.0,3,5,2,3.5,Positive
22014272,20057566.0,2025-04-25 09:21:07,3.0,2,3,3,2.6,Positive
22014273,20031004.0,2023-06-01 01:44:23,2.0,5,5,2,3.9,Positive
22014274,20018990.0,2024-07-27 10:58:56,1.0,1,1,2,1.9,Positive
22014275,20110095.0,2024-06-11 06:57:00,4.0,1,4,2,3.9,Negative
22014276,20019136.0,2024-07-21 03:30:17,1.0,2,5,2,3.8,Negative
22014277,20007384.0,2025-10-18 07:10:21,4.0,3,4,3,4.5,Positive
22014278,20072113.0,2023-08-15 04:16:49,5.0,4,3,3,3.5,Positive
22014279,20082563.0,2025-02-25 23:40:27,2.0,5,2,2,2.8,Positive
22014280,20034454.0,2024-12-14 05:55:49,3.0,1,1,1,3.9,Neutral
22014281,20037542.0,2025-12-25 05:47:45,4.0,3,4,1,1.8,Positive
22014282,20008822.0,2025-06-25 00:37:17,1.0,4,4,1,2.0,Positive
22014283,20079009.0,2024-03-19 23:01:51,5.0,2,4,5,4.9,Positive 
22014284,20125386.0,2024-05-07 11:27:27,2.0,4,5,5,1.9,Positive
22014285,20038340.0,2023-07-11 13:25:00,4.0,3,4,5,1.9,Positive
22014286,20056039.0,2025-10-22 03:34:10,2.0,4,3,2,4.4,Negative
22014287,20092539.0,2023-05-07 21:42:08,2.0,1,2,3,3.8,Positive
22014288,20101514.0,2025-08-02 22:19:46,2.0,2,4,3,2.1,Positive
22014289,20110370.0,2024-09-03 02:07:11,5.0,2,4,4,4.1,Positive
22014290,20078841.0,2025-05-01 13:39:29,4.0,3,1,5,3.8,Positive
22014291,20085101.0,2023-03-25 05:58:16,2.0,4,3,3,1.9,Positive
22014292,20078374.0,2024-05-01 01:34:05,5.0,4,5,2,2.5,Neutral
22014293,20061518.0,2024-05-29 21:57:21,1.0,3,2,3,4.3,Positive 
22014294,20089979.0,2025-07-21 21:45:51,2.0,4,5,3,2.5,Neutral
22014295,20029044.0,2024-12-18 17:35:46,5.0,5,1,3,3.7,Positive
22014296,20015000.0,2025-11-25 04:24:29,4.0,5,5,4,2.9,Positive
22014297,20078997.0,2023-05-08 14:50:40,3.0,2,1,5,3.8,Neutral
22014298,20118801.0,2024-09-24 13:58:42,4.0,3,4,2,4.9,Neutral
22014299,20080017.0,2023-10-04 16:08:23,3.0,5,4,1,2.3,Positive
22014300,20069601.0,2025-01-01 04:57:18,5.0,1,2,5,4.9,Positive
22014301,20093604.0,2024-02-19 04:27:15,4.0,5,2,5,4.8,Positive
22014302,20065700.0,2025-08-04 05:30:12,2.0,5,5,5,3.9,Neutral
22014303,20019093.0,2023-06-16 03:28:42,5.0,4,2,3,1.0,Neutral
22014304,20042329.0,2023-08-31 20:23:06,5.0,4,3,1,2.9,Positive
22014305,20066545.0,2024-07-11 05:53:32,4.0,3,3,2,4.4,Positive
22014306,20019471.0,2024-02-13 08:00:13,4.0,2,2,3,3.2,Neutral
22014307,20110574.0,2024-06-15 18:53:49,1.0,5,3,5,1.6,Positive
22014308,20005750.0,2024-12-19 08:45:56,3.0,4,3,4,1.4,Positive
22014309,20042768.0,2024-01-03 20:10:38,5.0,4,5,2,2.3,Positive
22014310,20123821.0,2024-01-01 04:00:03,2.0,2,1,4,2.9,Positive
22014311,20067691.0,2025-06-23 01:29:13,2.0,3,2,4,1.5,Positive
22014312,20024515.0,2023-03-09 14:11:52,2.0,5,2,2,4.0,Positive
22014313,20071053.0,2025-05-25 03:42:49,2.0,2,2,1,3.7,Neutral
22014314,20004994.0,2023-04-24 00:54:46,5.0,1,5,3,2.2,Positive
22014315,20054485.0,2023-09-13 12:07:11,5.0,5,5,3,4.2,Neutral
22014316,20074325.0,2023-11-04 02:16:35,1.0,4,4,1,4.6,Negative
22014317,20018522.0,2025-04-14 23:22:26,5.0,2,2,3,2.0,Positive
22014318,20068685.0,2023-09-02 12:02:26,5.0,1,3,1,2.6,Positive
22014319,20067697.0,2023-11-25 17:55:38,1.0,1,2,5,4.2,Positive
22014320,20057430.0,2023-04-13 16:48:15,2.0,1,3,5,2.1,Positive
22014321,20126739.0,2025-07-27 21:58:36,3.0,5,2,4,2.9,Positive
22014322,20113139.0,2023-08-06 02:34:06,1.0,2,2,3,1.6,Positive
22014323,20032677.0,2023-05-12 09:33:27,3.0,5,3,3,4.4,Positive
22014324,20006241.0,2025-06-12 05:27:03,2.0,4,5,2,2.8,Positive
22014325,20091606.0,2023-08-02 12:44:21,5.0,2,5,5,4.5,Positive
22014326,20073779.0,2023-12-02 23:18:00,1.0,2,5,2,2.6,Positive
22014327,20000727.0,2025-12-05 06:32:30,5.0,4,1,2,1.4,Positive
22014328,20069078.0,2025-08-26 19:49:50,5.0,5,5,1,4.9,Negative
22014329,20116773.0,2025-05-03 03:21:01,3.0,3,1,5,3.1,Neutral
22014330,20063168.0,2025-09-03 23:54:31,2.0,2,1,1,4.7,Neutral
22014331,20066016.0,2024-11-06 02:28:53,2.0,2,1,5,4.8,Neutral
22014332,20103212.0,2025-04-07 19:16:22,5.0,5,5,4,1.4,Positive
22014333,20071903.0,2025-06-29 09:51:21,5.0,3,1,2,3.9,Positive
22014334,20097286.0,2025-08-14 05:09:28,1.0,1,4,3,3.7,Positive
22014335,20080393.0,2024-04-12 15:47:41,1.0,5,5,4,4.6,Positive
22014336,20045729.0,2024-11-30 19:22:31,3.0,5,2,4,2.4,Positive
22014337,20022782.0,2025-07-06 22:52:04,5.0,5,1,2,2.4,Positive
22014338,20063889.0,2025-06-28 14:31:58,3.0,4,5,3,4.9,Positive
22014339,20096433.0,2023-04-30 06:18:23,3.0,1,5,2,4.7,Neutral
22014340,20059996.0,2024-10-07 07:04:21,1.0,1,4,2,2.6,Neutral
22014341,20052511.0,2025-09-10 05:04:32,3.0,1,1,3,2.6,Positive
22014342,20072813.0,2024-05-02 11:01:45,4.0,4,5,4,2.4,Positive
22014343,20108853.0,2024-01-02 15:01:27,4.0,2,1,5,4.6,Positive
22014344,20116179.0,2024-08-26 14:07:43,5.0,3,1,2,3.2,Positive
22014345,20085239.0,2023-06-28 11:47:07,4.0,3,1,4,2.2,Positive
22014346,20111138.0,2024-09-10 06:39:40,2.0,5,5,4,3.7,Positive
22014347,20061063.0,2023-06-01 03:28:22,3.0,4,4,5,2.6,Positive
22014348,20007854.0,2023-11-24 15:21:20,2.0,4,4,2,2.9,Positive
22014349,20086353.0,2023-07-03 17:25:58,1.0,2,3,5,4.6,Positive
22014350,20073269.0,2023-04-01 16:26:29,5.0,4,1,1,2.8,Positive
22014351,20005312.0,2024-10-15 07:21:11,5.0,2,3,2,4.9,Negative
22014352,20100196.0,2025-01-27 12:51:42,2.0,2,2,2,2.2,Positive
22014353,20128592.0,2024-10-26 01:20:45,4.0,4,2,5,4.4,Positive
22014354,20050795.0,2025-08-21 14:34:24,4.0,1,1,2,1.9,Positive
22014355,20116105.0,2025-07-16 05:40:34,4.0,4,4,4,1.4,Positive
22014356,20013302.0,2024-02-13 08:37:38,1.0,3,2,2,1.6,Negative
22014357,20036588.0,2024-11-15 01:25:29,4.0,2,2,4,2.9,Positive
22014358,20085071.0,2025-10-18 17:45:41,3.0,4,4,1,3.2,Positive
22014359,20005505.0,2023-08-05 05:39:20,1.0,4,4,5,3.4,Positive
22014360,20116371.0,2025-08-19 14:00:20,4.0,5,5,3,2.0,Neutral
22014361,20059515.0,2025-04-05 22:07:55,3.0,5,1,2,2.5,Positive
22014362,20069979.0,2023-09-01 01:51:30,5.0,3,4,5,4.0,Neutral
22014363,20128202.0,2024-01-05 17:15:41,1.0,2,1,5,1.2,Negative
22014364,20027316.0,2024-12-02 03:16:05,5.0,5,5,3,4.5,Positive
22014365,20091849.0,2024-11-07 20:12:02,3.0,1,2,2,3.9,Positive
22014366,20112207.0,2025-02-02 06:32:10,1.0,5,1,5,4.1,Positive
22014367,20009177.0,2025-09-11 21:01:41,4.0,1,5,5,4.8,Positive
22014368,20055110.0,2023-07-30 06:53:10,4.0,2,1,1,2.0,Negative
22014369,20039218.0,2025-08-30 08:28:39,4.0,3,5,3,4.9,Positive
22014370,20001393.0,2023-11-13 10:24:09,5.0,1,4,4,3.2,Positive
22014371,20066273.0,2025-01-05 02:54:26,1.0,1,1,2,2.9,Neutral
22014372,20129314.0,2023-06-06 09:38:22,1.0,3,4,1,2.1,Positive
22014373,20053952.0,2024-10-28 19:12:47,2.0,2,2,2,4.1,Positive
22014374,20035665.0,2025-07-17 09:40:31,3.0,3,3,4,3.5,Positive
22014375,20045375.0,2024-04-25 04:01:05,1.0,1,4,4,4.3,Positive
22014376,20129238.0,2025-05-05 15:47:19,3.0,1,5,3,1.1,Positive
22014377,20081999.0,2025-02-14 01:25:32,2.0,1,5,5,4.2,Positive
22014378,20126123.0,2024-01-05 13:28:09,1.0,1,3,2,3.3,Positive
22014379,20113223.0,2024-05-27 01:35:50,2.0,2,1,5,1.4,Neutral
22014380,20014838.0,2025-02-26 22:35:53,1.0,5,4,3,1.1,Positive
22014381,20080832.0,2025-12-12 15:48:37,1.0,3,3,4,3.1,Positive
22014382,,2024-01-30 03:26:48,3.0,2,2,1,2.5,Neutral
22014383,20022801.0,2025-12-23 06:22:03,2.0,4,1,1,4.9,Negative
22014384,20070692.0,2023-07-30 23:07:05,5.0,3,2,5,4.5,Positive
22014385,20070413.0,2025-02-20 16:55:39,2.0,1,1,1,4.6,Positive
22014386,20044846.0,2024-08-20 09:01:42,4.0,4,5,2,1.1,Negative
22014387,20025968.0,2025-02-13 00:57:07,4.0,2,5,3,2.9,Positive
22014388,20037251.0,2024-02-26 00:08:22,2.0,2,5,5,2.7,Positive
22014389,20115927.0,2025-04-25 20:29:04,5.0,2,2,4,2.0,Positive
22014390,20039514.0,2024-12-08 09:50:19,2.0,2,1,2,2.8,Positive
22014391,20041357.0,2025-04-19 08:16:12,1.0,1,3,2,3.7,Positive
22014392,20020392.0,2023-12-28 09:04:33,5.0,5,1,5,3.7,Positive
22014393,20046415.0,2024-10-03 02:25:38,3.0,4,5,1,2.9,Positive
22014394,20076742.0,2023-05-11 21:27:19,3.0,5,5,1,3.9,Positive
22014395,20107559.0,2023-08-08 01:38:23,4.0,3,4,4,3.3,Negative
22014396,20070845.0,2024-09-08 07:03:44,4.0,2,3,4,2.1,Negative
22014397,20029165.0,2023-08-24 14:56:09,1.0,4,3,2,1.8,Positive
22014398,20093317.0,2023-12-05 20:58:03,3.0,5,2,5,4.6,Positive
22014399,20029838.0,2025-05-07 02:24:26,5.0,1,4,2,3.3,Positive 
22014400,20074105.0,2025-07-12 12:39:40,2.0,2,4,1,3.9,Neutral
22014401,20082789.0,2025-04-05 02:09:32,3.0,1,5,3,1.9,Positive
22014402,20075396.0,2024-08-12 14:08:59,3.0,1,2,5,3.0,Neutral
22014403,20055082.0,2025-12-30 02:58:54,3.0,1,4,1,1.5,Negative
22014404,20112794.0,2023-10-03 17:17:36,4.0,1,3,1,1.5,Neutral
22014405,20075125.0,2025-11-27 11:29:18,1.0,1,1,4,1.3,Positive
22014406,20102221.0,2023-09-02 08:15:45,5.0,2,4,3,2.3,Positive
22014407,20042726.0,2023-11-17 15:36:36,3.0,4,4,2,1.6,Neutral
22014408,20000593.0,2023-08-31 05:56:10,4.0,3,2,4,1.7,Negative
22014409,20028686.0,2025-11-17 21:52:55,3.0,3,2,1,4.6,Negative
22014410,20126587.0,2024-02-04 15:40:06,4.0,4,5,3,3.2,Positive
22014411,20097485.0,2023-05-05 14:49:29,4.0,3,2,1,4.3,Positive
22014412,20083060.0,2024-07-05 05:18:10,5.0,5,2,5,1.8,Positive
22014413,20052990.0,2023-03-24 11:13:34,3.0,4,1,4,1.2,Positive
22014414,20062988.0,2025-09-27 08:47:21,4.0,1,2,3,2.8,Positive
22014415,20070161.0,2025-06-11 11:05:48,1.0,2,2,3,3.1,Negative
22014416,20080145.0,2024-06-18 22:13:34,1.0,4,4,5,4.4,Positive
22014417,20077855.0,2023-03-08 18:07:15,1.0,1,3,2,4.6,Positive
22014418,20055722.0,2025-01-22 01:31:43,4.0,3,5,4,4.9,Positive
22014419,20018660.0,2025-08-29 23:48:41,2.0,2,4,2,1.3,Positive
22014420,20062692.0,2025-05-18 06:33:47,5.0,2,5,2,2.2,Positive
22014421,20013350.0,2023-05-15 13:18:50,4.0,4,4,4,4.7,Neutral
22014422,20035972.0,2024-03-11 06:46:32,2.0,5,2,5,3.1,Positive
22014423,20038616.0,2025-12-16 00:11:28,2.0,4,1,5,4.0,Neutral
22014424,20063095.0,2024-09-24 10:44:51,2.0,2,2,4,4.9,Neutral
22014425,20012628.0,2023-09-14 08:45:57,4.0,1,2,4,3.2,Positive
22014426,20101382.0,2024-03-12 04:28:57,4.0,2,4,4,4.6,Negative
22014427,20081498.0,2025-12-05 19:31:56,2.0,1,5,4,1.1,Neutral
22014428,20003360.0,2023-02-13 09:48:33,5.0,2,2,1,2.2,Positive
22014429,20025809.0,2024-05-19 10:41:46,1.0,5,3,1,4.8,Positive
22014430,20070045.0,2024-03-18 23:25:11,3.0,1,4,4,1.9,Positive
22014431,20071963.0,2024-05-25 22:56:21,1.0,1,3,1,3.9,Neutral
22014432,20101050.0,2023-08-29 20:52:06,5.0,2,2,1,3.6,Negative
22014433,20128149.0,2024-03-08 22:33:37,5.0,1,2,2,3.6,Negative
22014434,20074592.0,2024-08-20 06:07:02,2.0,2,5,1,4.9,Positive
22014435,20050370.0,2023-04-28 23:43:24,5.0,3,4,1,2.5,Neutral
22014436,20098562.0,2023-08-22 14:52:06,1.0,1,2,1,3.4,Positive
22014437,20110528.0,2025-11-27 17:59:01,4.0,3,3,1,1.8,Positive
22014438,20111213.0,2025-02-16 12:54:12,2.0,3,4,3,1.4,Positive
22014439,20040331.0,2023-04-24 02:32:05,1.0,1,3,2,2.9,Positive
22014440,20051841.0,2025-08-31 21:03:37,2.0,3,2,3,2.8,Positive
22014441,20123762.0,2024-02-02 01:06:19,4.0,2,5,4,3.3,Positive
22014442,20086039.0,2024-12-23 06:02:12,5.0,5,4,2,3.7,Positive
22014443,20122653.0,2025-11-24 05:27:51,3.0,1,1,1,1.4,Positive
22014444,20072816.0,2024-05-20 00:38:06,5.0,3,4,2,3.3,Positive
22014445,20129186.0,2023-01-24 14:33:28,1.0,3,2,3,2.7,Positive
22014446,20016288.0,2024-02-10 09:43:20,3.0,3,1,1,4.6,Negative
22014447,20060093.0,2025-07-18 10:16:36,5.0,5,2,1,1.0,Positive
22014448,20031550.0,2025-11-16 11:33:07,1.0,3,2,3,4.6,Positive
22014449,20008802.0,2023-06-29 08:48:44,5.0,2,4,2,3.7,Neutral
22014450,20032015.0,2023-03-08 15:45:32,3.0,5,4,5,4.2,Neutral
22014451,20096192.0,2025-02-20 16:42:54,1.0,2,3,3,3.7,Positive
22014452,20039811.0,2025-10-21 02:45:02,3.0,5,4,4,4.7,Neutral
22014453,20090876.0,2024-09-08 07:00:20,2.0,2,2,5,1.4,Negative
22014454,20057402.0,2025-05-29 07:51:02,4.0,1,5,5,5.0,Positive
22014455,20036305.0,2024-07-30 14:32:11,3.0,4,3,1,1.9,Neutral
22014456,20066503.0,2023-01-20 14:18:35,2.0,2,4,5,2.0,Positive
22014457,20129878.0,2024-04-25 01:13:11,1.0,3,1,1,2.5,Positive
22014458,20085187.0,2025-03-28 18:38:26,5.0,5,3,2,4.1,Negative
22014459,20089718.0,2024-11-24 01:42:29,5.0,2,5,3,2.5,Positive
22014460,20012213.0,2025-10-05 03:50:06,3.0,2,4,1,2.2,Positive
22014461,20035187.0,2023-05-07 03:18:47,5.0,1,4,1,1.9,Neutral
22014462,20038940.0,2023-12-12 21:50:18,5.0,5,1,1,3.3,Positive
22014463,20069754.0,2024-08-17 11:22:28,2.0,1,2,2,1.4,Neutral
22014464,20010878.0,2023-06-23 02:33:04,5.0,2,2,1,5.0,Positive
22014465,20123909.0,2023-11-13 00:04:32,2.0,2,5,4,1.2,Positive
22014466,20019116.0,2023-08-13 12:43:31,4.0,1,3,1,2.9,Positive
22014467,20078754.0,2023-11-10 12:03:27,3.0,1,1,1,2.2,Positive
22014468,20124875.0,2024-10-27 22:33:58,5.0,4,1,2,2.7,Neutral
22014469,20074955.0,2025-05-30 01:50:16,1.0,3,3,4,4.1,Neutral
22014470,20038572.0,2023-01-19 21:51:22,5.0,5,4,4,2.7,Neutral
22014471,20091808.0,2023-09-04 09:52:14,4.0,3,5,1,4.9,Neutral
22014472,20001833.0,2024-07-06 05:48:26,2.0,4,2,1,3.9,Neutral
22014473,20056598.0,2025-06-30 14:18:12,3.0,4,5,3,4.4,Positive
22014474,20121253.0,2024-01-22 17:20:42,4.0,5,5,5,4.0,Neutral
22014475,20057947.0,2024-05-09 00:27:44,3.0,2,1,4,1.8,Positive
