Stay_ID,Booking_ID,Checkin_Date,Room_Type,Room_Revenue,Food_Revenue,Spa_Revenue,Other_Revenue,Checkout_Date
21012382,20074273,2024-09-05 18:36:25,Suite,149593.27,25275.81,19178.35,9557.62,2024-09-06 18:36:25
21012383,20009360,2024-06-11 15:58:54,Deluxe,30407.7,11162.17,14966.66,2728.32,2024-06-14 15:58:54
21012384,20030202,2023-12-22 19:51:58,Standard,34848.09,16726.16,21671.98,3967.63,2024-01-03 19:51:58
21012385,20028511,2025-11-07 07:26:31,Villa,2136.98,47908.88,8868.36,4097.92,2025-11-15 07:26:31
21012386,20112138,2024-08-08 05:16:55,Executive,52577.1,4155.52,24629.23,12665.35,2024-08-18 05:16:55
21012387,20001043,2025-06-11 20:34:59,Deluxe,70601.65,25764.2,2288.55,8518.09,2025-06-25 20:34:59
21012388,20088711,2024-07-10 00:04:45,Villa,146870.38,38116.81,123.89,11516.95,2024-07-14 00:04:45
21012389,20017313,2024-02-10 11:08:27,Deluxe,38088.55,43767.89,843.02,10112.29,2024-02-20 11:08:27
21012390,20116520,2025-12-28 05:23:07,Standard,91906.02,29708.82,2236.57,11011.97,2025-12-30 05:23:07
21012391,20106780,2023-06-09 17:40:58,Villa,138433.99,33246.39,20483.52,1236.46,2023-06-21 17:40:58
21012392,20073248,2023-04-02 11:35:47,Deluxe,113021.7,32836.18,5222.75,188.09,2023-04-07 11:35:47
21012393,20031922,2025-11-26 01:05:24,Suite,70959.56,49291.83,19742.11,11458.4,2025-12-05 01:05:24
21012394,20025849,2024-10-14 14:01:12,Villa,7602.54,45500.61,8983.64,6154.85,2024-10-19 14:01:12
21012395,20004537,2023-05-02 12:18:34,Suite,77199.51,20979.79,14507.67,7153.9,2023-05-15 12:18:34
21012396,20127307,2025-12-26 08:12:41,Villa,42265.67,40612.27,14875.26,11832.84,2026-01-02 08:12:41
21012397,20039641,2023-09-22 11:33:34,Suite,26090.23,45356.95,308.63,7153.12,2023-10-02 11:33:34
21012398,20125883,2025-07-19 14:59:45,Suite,64414.67,10180.39,14855.95,1239.97,2025-07-22 14:59:45
21012399,20072966,2023-07-13 10:06:31,Villa,22721.12,43784.96,7300.96,12174.93,2023-07-27 10:06:31
21012400,20038556,2023-02-08 21:28:50,Villa,30211.35,41315.4,16833.02,263.03,2023-02-17 21:28:50
21012401,20027023,2024-08-13 04:31:48,Villa,69822.44,48760.22,26166.41,13657.32,2024-08-16 04:31:48
21012402,20059402,2023-06-27 03:48:54,Executive,95273.89,20802.87,17660.09,7140.99,2023-06-29 03:48:54
21012403,20114372,2024-09-16 04:14:38,Executive,39389.5,31704.49,5804.92,9970.34,2024-09-18 04:14:38
21012404,20098222,2025-02-11 01:07:31,Executive,2679.25,33537.86,28297.02,3638.83,2025-02-22 01:07:31
21012405,20122789,2024-08-26 01:01:17,Standard,57893.35,25990.92,6596.55,14644.87,2024-09-07 01:01:17
21012406,20091660,2025-08-09 22:58:15,Villa,135282.77,39305.8,10357.28,5397.31,2025-08-19 22:58:15
21012407,20104893,2023-06-07 18:49:58,Villa,9098.41,7953.5,18135.23,5678.54,2023-06-10 18:49:58
21012408,20003491,2023-01-06 15:02:03,Suite,136321.76,11943.01,20541.9,8810.16,2023-01-07 15:02:03
21012409,20040765,2025-09-28 22:15:13,Suite,89557.55,35749.01,14304.86,8042.16,2025-10-04 22:15:13
21012410,20085496,2025-08-22 07:18:14,Suite,44016.63,45853.43,8174.31,12195.15,2025-09-05 07:18:14
21012411,20097919,2024-09-22 06:57:43,Villa,82547.0,20518.34,23300.45,5216.59,2024-10-01 06:57:43
21012412,20026271,2024-06-04 05:09:10,Deluxe,68250.98,44370.99,15730.04,11651.96,2024-06-09 05:09:10
21012413,20018904,2024-06-23 06:13:29,Deluxe,18365.59,14535.0,8738.25,3643.52,2024-07-06 06:13:29
21012414,20120472,2025-06-16 05:37:01,Deluxe,135746.37,10466.29,9138.34,11307.7,2025-06-24 05:37:01
21012415,20115708,2024-11-03 09:52:23,Deluxe,133357.96,92.37,3096.98,5861.73,2024-11-13 09:52:23
21012416,20072722,2024-11-26 09:51:09,Standard,89432.06,35785.55,18608.28,11523.43,2024-12-09 09:51:09
21012417,20126302,2023-08-13 22:39:31,Suite,112860.05,12859.71,28207.4,1257.96,2023-08-21 22:39:31
21012418,20127063,2023-04-26 02:47:10,Executive,105035.69,43630.62,9499.41,8520.61,2023-05-09 02:47:10
21012419,20099844,2024-12-13 19:16:00,Villa,22010.41,46511.44,2439.46,10457.56,2024-12-17 19:16:00
21012420,20008593,2024-05-04 18:51:48,Executive,20662.2,40682.19,24999.88,13353.91,2024-05-06 18:51:48
21012421,20016765,2023-10-23 20:43:24,Standard,96715.18,48966.69,13074.61,12415.68,2023-11-01 20:43:24
21012422,20017390,2023-10-04 02:19:26,Executive,71011.08,1308.43,23959.66,8323.86,2023-10-11 02:19:26
21012423,20022420,2025-03-05 05:07:02,Suite,129222.92,43847.32,17119.13,3809.6,2025-03-19 05:07:02
21012424,20107375,2024-08-30 06:46:43,Standard,120538.62,349.19,23043.52,13005.17,2024-09-06 06:46:43
21012425,20014570,2025-05-17 21:49:00,Suite,25335.82,7906.18,18201.22,14418.01,2025-05-30 21:49:00
21012426,20092716,2025-12-03 23:54:07,Standard,112670.13,49966.55,4239.09,7308.35,2025-12-04 23:54:07
21012427,20126536,2025-04-29 14:53:17,Deluxe,86295.6,17102.11,8124.77,8216.53,2025-05-08 14:53:17
21012428,20056639,2023-02-27 15:49:33,Deluxe,89081.84,30485.11,316.91,4589.41,2023-03-12 15:49:33
21012429,20015525,2025-11-03 16:53:29,Suite,41437.39,6397.22,7551.45,2695.4,2025-11-14 16:53:29
21012430,20028059,2024-06-21 19:09:53,Executive,141901.62,9827.01,16571.88,4753.49,2024-06-27 19:09:53
21012431,20003222,2024-03-30 10:53:05,Suite,46942.18,36178.33,23354.06,14692.15,2024-04-09 10:53:05
21012432,20021573,2025-06-11 00:08:55,Suite,91148.42,3587.6,15566.61,6338.34,2025-06-14 00:08:55
21012433,20003749,2025-10-23 22:23:01,Suite,18734.11,4418.72,14725.45,3291.34,2025-11-04 22:23:01
21012434,20123154,2025-06-22 16:03:16,Suite,63979.0,33264.45,22742.01,307.88,2025-06-28 16:03:16
21012435,20092691,2024-12-11 10:24:44,Villa,5506.94,39882.28,16429.32,6731.9,2024-12-14 10:24:44
21012436,20064239,2023-12-26 16:50:47,Suite,98606.12,28736.87,12614.82,384.31,2024-01-01 16:50:47
21012437,20043252,2024-02-13 09:38:12,Executive,105587.49,34032.22,19273.46,3802.9,2024-02-14 09:38:12
21012438,20084458,2024-01-23 13:43:29,Deluxe,146324.65,32200.01,13823.87,12708.07,2024-02-03 13:43:29
21012439,20016045,2025-01-08 18:58:28,Deluxe,148973.13,6034.55,22140.33,7756.18,2025-01-17 18:58:28
21012440,20086361,2025-12-19 12:31:47,Suite,116746.42,43508.23,13417.23,1834.4,2025-12-27 12:31:47
21012441,20016664,2024-03-28 09:24:20,Villa,131729.62,17476.05,25346.49,12137.6,2024-03-31 09:24:20
21012442,20125062,2023-04-16 20:11:06,Suite,87548.28,21095.7,22701.81,6962.05,2023-04-18 20:11:06
21012443,20118845,2025-03-29 00:43:18,Villa,22746.75,39074.68,28292.25,9593.24,2025-04-11 00:43:18
21012444,20037278,2024-11-12 18:10:57,Executive,60491.21,1121.87,7357.31,13755.45,2024-11-24 18:10:57
21012445,20016954,2024-07-14 17:13:34,Villa,95021.98,46184.22,12380.64,13258.55,2024-07-24 17:13:34
21012446,20031942,2023-04-03 15:02:32,Villa,5166.47,44659.74,3810.99,622.87,2023-04-16 15:02:32
21012447,20042705,2023-01-10 15:51:37,Deluxe,91008.39,19328.96,4772.43,13073.27,2023-01-12 15:51:37
21012448,20057286,2023-10-06 14:02:02,Suite,74266.68,449.36,28190.14,6751.71,2023-10-16 14:02:02
21012449,20065015,2024-07-31 15:07:58,Standard,87322.9,7871.34,2806.91,4859.62,2024-08-04 15:07:58
21012450,20029994,2023-11-04 09:36:47,Standard,17449.47,8106.86,2502.64,4811.02,2023-11-14 09:36:47
21012451,20071052,2024-06-20 08:47:20,Suite,31666.92,35787.58,28080.5,726.17,2024-07-04 08:47:20
21012452,20058321,2023-02-22 23:35:50,Villa,18679.44,6873.45,28364.15,8891.25,2023-02-26 23:35:50
21012453,20098273,2024-07-07 10:41:46,Deluxe,5159.98,6430.48,11056.49,4816.23,2024-07-13 10:41:46
21012454,20104986,2023-03-24 18:50:10,Standard,67793.77,5814.63,5592.96,6381.7,2023-04-07 18:50:10
21012455,20049843,2024-11-13 14:40:12,Executive,112642.81,23424.51,1065.05,14748.87,2024-11-24 14:40:12
21012456,20036561,2023-01-05 11:17:35,Deluxe,27045.07,48161.1,12746.34,12384.58,2023-01-08 11:17:35
21012457,20052832,2024-10-01 14:14:22,Suite,31299.65,43720.46,2329.53,13889.41,2024-10-06 14:14:22
21012458,20004963,2023-09-11 04:14:51,Deluxe,110833.4,30958.41,26154.7,13747.31,2023-09-14 04:14:51
21012459,20084201,2023-11-08 05:42:11,Suite,105890.27,25516.51,14112.96,2670.48,2023-11-13 05:42:11
21012460,20026281,2023-08-15 09:58:20,Suite,139631.0,25383.87,28579.78,6539.51,2023-08-26 09:58:20
21012461,20000976,2025-12-12 09:56:19,Villa,41722.71,14539.46,3723.28,8775.33,2025-12-23 09:56:19
21012462,20090437,2024-11-03 11:08:57,Executive,13641.36,32983.31,2628.73,8115.17,2024-11-17 11:08:57
21012463,20105082,2023-10-08 13:35:44,Villa,54659.26,45484.85,21000.75,398.84,2023-10-13 13:35:44
21012464,20102243,2023-07-04 06:00:43,Standard,90657.04,30043.5,27946.82,4889.28,2023-07-17 06:00:43
21012465,20004910,2023-10-23 22:27:55,Executive,64247.46,26572.39,3899.59,8646.42,2023-10-30 22:27:55
21012466,20119722,2025-07-21 05:52:37,Standard,108655.03,2104.62,16741.42,6597.83,2025-08-03 05:52:37
21012467,20088481,2025-04-15 00:19:13,Standard,107280.08,37523.02,2688.76,2594.81,2025-04-27 00:19:13
21012468,20056533,2023-06-28 12:56:25,Villa,52929.78,47218.52,8834.13,534.38,2023-07-03 12:56:25
21012469,20120770,2023-04-01 01:19:47,Executive,5483.24,19689.47,12795.58,11940.46,2023-04-02 01:19:47
21012470,20055327,2023-06-18 21:43:35,Standard,48814.15,46190.76,2711.22,2535.57,2023-06-30 21:43:35
21012471,20013986,2023-06-12 03:30:43,Standard,18335.36,4405.46,13499.16,10781.13,2023-06-19 03:30:43
21012472,20101737,2023-01-23 16:08:51,Executive,30162.2,44099.33,2907.66,10992.58,2023-01-30 16:08:51
21012473,20071565,2025-09-06 07:11:37,Suite,146338.57,29838.49,28146.19,1801.39,2025-09-17 07:11:37
21012474,20090187,2024-06-28 23:58:41,Deluxe,50783.67,36195.28,5753.66,3321.93,2024-07-06 23:58:41
21012475,20098725,2025-06-18 22:30:01,Executive,51950.83,39289.3,28700.03,2897.22,2025-06-20 22:30:01
21012476,20120263,2025-03-17 20:29:51,Standard,73496.65,27261.31,14834.4,7258.14,2025-03-26 20:29:51
21012477,20059712,2024-08-26 17:38:06,Standard,6188.72,5389.19,20558.01,10045.84,2024-09-04 17:38:06
21012478,20065793,2024-12-30 19:51:15,Suite,81332.8,24846.08,10556.92,2804.21,2025-01-12 19:51:15
21012479,20083294,2025-01-18 09:56:05,Deluxe,52913.87,12821.42,12335.5,1899.05,2025-01-25 09:56:05
21012480,20113744,2024-04-25 05:00:03,Villa,110456.09,32611.79,896.02,5999.43,2024-05-07 05:00:03
21012481,20045458,2024-09-20 10:37:39,Executive,1930.6,39951.26,19790.26,1426.23,2024-09-26 10:37:39
21012482,20097009,2023-10-29 10:59:18,Deluxe,42177.95,4344.94,14511.22,2262.58,2023-11-04 10:59:18
21012483,20089004,2023-11-24 23:36:47,Suite,38079.81,35557.69,24456.36,1487.61,2023-11-26 23:36:47
21012484,20009376,2024-09-01 23:00:23,Suite,112294.08,5117.72,11544.05,6135.3,2024-09-13 23:00:23
21012485,20128548,2023-10-10 08:40:37,Executive,21811.36,28307.62,8852.1,7211.94,2023-10-17 08:40:37
21012486,20101070,2025-01-10 08:23:17,Suite,49512.64,30177.41,17019.59,8644.88,2025-01-16 08:23:17
21012487,20098742,2025-10-17 07:20:24,Suite,23995.48,16265.38,23995.62,2119.91,2025-10-30 07:20:24
21012488,20050502,2025-03-31 15:04:32,Suite,9689.57,10132.02,16874.69,602.18,2025-04-09 15:04:32
21012489,20090278,2023-07-29 08:17:12,Villa,69619.42,32291.85,14796.04,10015.86,2023-08-06 08:17:12
21012490,20004382,2025-03-07 11:59:20,Standard,82084.69,35188.78,9094.98,7217.95,2025-03-20 11:59:20
21012491,20006790,2024-03-28 08:33:34,Standard,141835.18,48591.26,16889.77,10944.32,2024-03-30 08:33:34
21012492,20050448,2023-03-03 12:12:12,Villa,17096.14,11190.19,27840.07,4021.5,2023-03-08 12:12:12
21012493,20125235,2025-09-10 07:09:07,Standard,141334.16,28982.14,16787.36,8905.09,2025-09-16 07:09:07
21012494,20089648,2025-12-14 12:53:19,Executive,69340.52,17532.54,2314.95,10656.03,2025-12-18 12:53:19
21012495,20051379,2024-04-29 18:25:32,Standard,82776.6,28082.42,27086.99,8270.01,2024-05-03 18:25:32
21012496,20123402,2025-05-12 14:13:47,Suite,8769.34,7851.43,22924.85,4384.08,2025-05-24 14:13:47
21012497,20042771,2025-05-29 21:00:34,Standard,42670.45,38785.61,4752.23,13412.33,2025-06-05 21:00:34
21012498,20019055,2024-07-10 09:57:17,Deluxe,19470.01,29788.49,24322.23,1643.07,2024-07-20 09:57:17
21012499,20129943,2025-06-18 05:28:07,Executive,102107.55,17101.95,8849.86,10640.26,2025-06-26 05:28:07
21012500,20029596,2025-12-03 17:13:21,Deluxe,16066.15,30538.84,19764.51,8741.37,2025-12-13 17:13:21
21012501,20050114,2025-06-21 11:12:37,Suite,58936.24,18053.76,13883.72,7092.54,2025-06-24 11:12:37
21012502,20022494,2023-05-20 22:55:08,Deluxe,95062.33,31648.13,2319.2,10427.33,2023-06-01 22:55:08
21012503,20087568,2023-07-31 10:54:27,Standard,65209.51,32039.47,27985.54,1057.56,2023-08-04 10:54:27
21012504,20020893,2025-03-14 19:50:09,Standard,115507.54,2249.62,12961.74,7683.1,2025-03-16 19:50:09
21012505,20065228,2025-08-29 15:35:25,Suite,97269.51,30593.68,16577.24,8077.37,2025-09-11 15:35:25
21012506,20095333,2024-03-14 01:48:14,Villa,83171.94,6658.7,4536.24,10251.18,2024-03-26 01:48:14
21012507,20049991,2025-09-02 19:30:38,Executive,115652.71,35774.7,19185.18,3015.51,2025-09-08 19:30:38
21012508,20108572,2024-08-23 12:39:04,Deluxe,41269.43,24848.52,24820.74,11204.08,2024-09-01 12:39:04
21012509,20036977,2024-10-08 20:06:38,Standard,46076.48,49092.92,9324.6,8238.67,2024-10-15 20:06:38
21012510,20115408,2024-11-08 12:53:33,Standard,117478.95,29661.07,12455.64,9792.8,2024-11-19 12:53:33
21012511,20127446,2025-04-11 00:12:26,Deluxe,32407.76,48607.09,13766.35,12996.45,2025-04-24 00:12:26
21012512,20030273,2025-06-26 12:40:40,Suite,48464.32,13332.51,6067.15,917.06,2025-07-04 12:40:40
21012513,20116125,2024-07-05 21:39:58,Deluxe,40717.04,13030.71,21902.57,7165.99,2024-07-06 21:39:58
21012514,20029611,2025-10-18 22:50:14,Villa,36372.86,4482.12,12482.86,4940.37,2025-10-26 22:50:14
21012515,20046318,2024-07-03 16:25:11,Deluxe,108122.78,28616.14,2049.58,166.17,2024-07-14 16:25:11
21012516,20072906,2024-10-06 20:30:19,Deluxe,7859.63,24715.09,11889.53,7008.07,2024-10-08 20:30:19
21012517,20007793,2025-10-08 01:51:19,Executive,133701.28,22497.44,11956.78,13205.54,2025-10-11 01:51:19
21012518,20117627,2023-11-16 11:49:44,Standard,9286.35,15966.0,16069.24,12791.75,2023-11-17 11:49:44
21012519,20100968,2024-08-29 12:51:36,Deluxe,2321.43,30882.92,4671.83,9415.89,2024-09-08 12:51:36
21012520,20045596,2025-02-18 08:04:48,Standard,108344.43,23509.4,27413.07,5668.25,2025-03-01 08:04:48
21012521,20025325,2024-03-29 21:14:22,Villa,135905.43,41246.42,25160.13,3234.37,2024-04-06 21:14:22
21012522,20108896,2025-09-09 01:18:24,Deluxe,103619.11,45271.73,22799.41,14437.73,2025-09-21 01:18:24
21012523,20035654,2024-09-23 17:08:58,Deluxe,113105.51,20431.5,27088.57,9653.53,2024-09-29 17:08:58
21012524,20077186,2023-08-20 02:27:41,Suite,49122.62,20750.76,7998.76,248.85,2023-08-23 02:27:41
21012525,20089128,2023-04-25 11:59:59,Deluxe,62971.03,2580.71,16953.87,4736.77,2023-04-28 11:59:59
21012526,20114782,2024-01-24 03:47:27,Standard,4518.94,37532.61,16415.27,8594.18,2024-01-28 03:47:27
21012527,20021994,2023-04-06 18:52:02,Villa,9293.71,36223.03,12144.71,4966.05,2023-04-08 18:52:02
21012528,20082580,2024-06-22 09:17:44,Standard,23404.35,24357.85,15454.54,14279.18,2024-07-01 09:17:44
21012529,20076815,2025-11-03 06:33:40,Suite,68674.59,37033.4,5134.72,10266.43,2025-11-13 06:33:40
21012530,20124005,2024-11-08 09:27:06,Suite,63374.29,22768.68,19478.29,11568.54,2024-11-20 09:27:06
21012531,20005239,2024-02-16 23:32:34,Standard,133363.59,42042.08,21722.96,7978.06,2024-02-22 23:32:34
21012532,20030629,2025-12-01 11:50:39,Deluxe,73951.94,36592.66,15502.04,4397.41,2025-12-15 11:50:39
21012533,20113385,2023-12-16 21:09:07,Executive,109635.0,14234.79,13350.03,11367.67,2023-12-26 21:09:07
21012534,20002001,2024-02-27 22:40:38,Executive,25678.9,45348.96,26006.48,14074.1,2024-03-02 22:40:38
21012535,20032099,2024-12-07 06:26:51,Suite,12998.52,42896.09,973.68,13378.95,2024-12-21 06:26:51
21012536,20057423,2025-07-03 21:32:05,Deluxe,60651.74,46963.64,4758.01,8982.66,2025-07-05 21:32:05
21012537,20064555,2025-12-10 07:40:02,Standard,28150.1,29955.62,7979.12,11847.0,2025-12-20 07:40:02
21012538,20114076,2025-11-19 15:24:16,Villa,57021.03,1559.62,25965.9,12228.99,2025-11-22 15:24:16
21012539,20105301,2024-03-31 01:12:44,Standard,101971.3,20126.17,27072.93,822.37,2024-04-11 01:12:44
21012540,20093506,2025-01-02 03:18:12,Executive,103089.89,455.93,28978.81,8668.24,2025-01-14 03:18:12
21012541,20001899,2025-02-02 14:44:30,Deluxe,39981.81,21762.35,5159.79,8972.96,2025-02-15 14:44:30
21012542,20029452,2024-02-01 03:17:25,Deluxe,130451.51,7171.82,21309.14,10302.18,2024-02-02 03:17:25
21012543,20129895,2023-03-21 06:43:58,Standard,135486.73,4172.07,19929.15,3368.41,2023-03-24 06:43:58
21012544,20019594,2024-06-13 21:24:20,Executive,87428.17,8585.96,25735.93,4711.77,2024-06-15 21:24:20
21012545,20039015,2025-04-22 12:27:18,Executive,73632.77,12003.42,7564.43,4417.55,2025-05-02 12:27:18
21012546,20001542,2025-04-19 18:20:40,Deluxe,101469.79,13263.88,15877.11,14303.5,2025-05-02 18:20:40
21012547,20128338,2024-06-11 15:33:14,Villa,34926.98,9417.63,11218.05,4440.02,2024-06-13 15:33:14
21012548,20126264,2025-01-12 11:53:38,Suite,47356.98,20743.25,22227.93,1479.42,2025-01-20 11:53:38
21012549,20079337,2023-12-26 21:44:38,Standard,4707.55,5141.93,5625.92,6714.13,2024-01-02 21:44:38
21012550,20108865,2025-08-17 20:21:42,Deluxe,12267.22,49220.55,20579.96,12638.65,2025-08-18 20:21:42
21012551,20087219,2024-02-08 16:15:34,Executive,109573.35,2738.64,11031.71,9657.27,2024-02-12 16:15:34
21012552,20035220,2023-01-31 08:26:40,Deluxe,139918.03,74.18,12086.71,5660.47,2023-02-08 08:26:40
21012553,20096825,2023-03-29 00:24:36,Villa,137052.83,30441.56,12660.43,1230.62,2023-04-11 00:24:36
21012554,20026864,2025-12-18 05:14:47,Villa,130089.15,38739.27,18317.36,9381.57,2025-12-25 05:14:47
21012555,20063136,2024-11-09 11:49:46,Villa,29554.92,6092.81,29928.6,13430.67,2024-11-13 11:49:46
21012556,20006847,2024-12-30 01:37:08,Suite,38570.58,42987.08,16953.36,5454.33,2025-01-11 01:37:08
21012557,20059581,2023-10-12 16:23:52,Executive,146094.46,10144.68,22394.94,11852.33,2023-10-24 16:23:52
21012558,20070519,2024-08-15 03:25:09,Standard,38095.79,16089.03,1809.42,8737.35,2024-08-22 03:25:09
21012559,20093636,2025-08-22 21:08:00,Villa,126754.82,42762.93,21976.84,3195.34,2025-08-27 21:08:00
21012560,20084817,2025-01-05 19:10:30,Villa,9060.24,30586.98,18465.72,7468.57,2025-01-06 19:10:30
21012561,20104661,2025-07-19 13:25:02,Deluxe,26552.07,38949.57,8334.65,8689.7,2025-07-20 13:25:02
21012562,20096413,2023-12-21 12:13:57,Standard,83318.08,10447.59,26238.92,5493.22,2023-12-30 12:13:57
21012563,20111359,2023-02-28 03:23:24,Standard,49940.54,22331.36,9442.57,9934.72,2023-03-12 03:23:24
21012564,20079841,2024-05-21 11:39:12,Villa,143576.09,3438.85,1205.1,6695.42,2024-05-26 11:39:12
21012565,20066281,2024-03-05 17:58:00,Standard,75724.75,9209.94,29086.4,7866.52,2024-03-12 17:58:00
21012566,20020222,2023-05-02 14:04:33,Deluxe,82047.54,5881.29,25063.03,4188.4,2023-05-09 14:04:33
21012567,20058178,2025-11-25 07:38:54,Standard,45479.36,11743.43,411.86,1484.66,2025-11-26 07:38:54
21012568,20093521,2024-12-20 20:42:43,Executive,71988.32,22895.11,16058.7,11972.72,2024-12-30 20:42:43
21012569,20109347,2025-08-25 11:59:35,Executive,126951.01,32158.6,28728.09,2510.23,2025-09-03 11:59:35
21012570,20032016,2023-03-13 03:22:17,Villa,64397.42,11532.13,28424.52,6025.01,2023-03-21 03:22:17
21012571,20129712,2024-08-12 23:36:06,Suite,136595.43,25272.09,11032.52,2760.72,2024-08-17 23:36:06
21012572,20028194,2023-02-24 18:06:19,Deluxe,90046.33,35173.08,13099.06,3003.53,2023-03-03 18:06:19
21012573,20016955,2025-02-06 10:35:49,Suite,97269.59,49985.34,25688.44,14980.41,2025-02-19 10:35:49
21012574,20054853,2024-11-06 17:02:33,Villa,67300.53,10567.49,29768.58,6108.99,2024-11-16 17:02:33
21012575,20103572,2025-06-26 18:10:39,Villa,81484.74,39540.16,67.65,1314.29,2025-07-03 18:10:39
21012576,20056236,2023-06-19 00:54:17,Deluxe,38605.58,35267.89,21960.3,7108.79,2023-06-21 00:54:17
21012577,20032221,2024-01-12 01:16:36,Standard,93994.9,25894.05,22891.8,7057.12,2024-01-22 01:16:36
21012578,20056670,2025-01-07 11:52:35,Villa,95058.83,29882.69,11675.67,14602.93,2025-01-11 11:52:35
21012579,20102574,2023-09-05 11:21:32,Villa,54377.34,31872.75,23123.36,4592.68,2023-09-12 11:21:32
21012580,20025829,2025-06-02 05:01:18,Villa,36550.6,33761.48,19180.62,13838.61,2025-06-13 05:01:18
21012581,20127943,2024-01-06 08:59:50,Executive,2305.95,30095.04,1577.21,13019.69,2024-01-15 08:59:50
21012582,20017667,2024-11-14 20:29:26,Deluxe,96261.54,46321.13,15895.39,1403.07,2024-11-19 20:29:26
21012583,20067720,2024-02-20 02:26:12,Suite,77035.04,36978.91,23524.93,6214.55,2024-02-23 02:26:12
21012584,20033617,2024-01-25 06:50:47,Suite,47837.71,44855.3,3975.55,14102.4,2024-01-28 06:50:47
21012585,20097411,2023-01-08 13:12:03,Executive,2891.62,25636.55,12155.09,12125.78,2023-01-21 13:12:03
21012586,20077241,2024-06-05 14:28:01,Deluxe,9079.54,11784.03,19463.19,3051.81,2024-06-12 14:28:01
21012587,20114516,2023-05-22 04:18:48,Suite,86822.06,1543.68,8946.35,7461.29,2023-06-03 04:18:48
21012588,20058527,2023-12-16 23:06:32,Executive,103191.29,34058.33,26994.89,2125.79,2023-12-20 23:06:32
21012589,20039804,2024-01-21 00:52:42,Standard,34127.43,17427.66,1605.81,7803.0,2024-01-28 00:52:42
21012590,20001490,2023-06-19 07:59:40,Suite,10370.54,25854.14,28077.45,7968.63,2023-06-20 07:59:40
21012591,20018872,2025-08-31 04:42:08,Suite,143566.6,19197.87,8051.28,5868.31,2025-09-10 04:42:08
21012592,20092693,2023-08-03 21:48:45,Executive,134653.04,18456.07,10197.03,9164.21,2023-08-07 21:48:45
21012593,20069610,2024-11-22 00:32:24,Executive,27186.3,34635.3,12109.95,4082.85,2024-12-02 00:32:24
21012594,20017846,2024-11-16 23:58:25,Villa,6551.64,7273.45,27153.74,10806.42,2024-11-22 23:58:25
21012595,20060468,2023-02-28 10:40:20,Suite,17545.36,23747.78,22608.34,6502.06,2023-03-08 10:40:20
21012596,20055061,2024-02-07 05:32:15,Villa,145858.75,39352.85,29903.61,14688.25,2024-02-21 05:32:15
21012597,20122103,2025-07-11 07:39:29,Deluxe,33760.05,32228.54,29332.3,6756.97,2025-07-19 07:39:29
21012598,20004094,2023-03-09 11:31:55,Deluxe,24022.11,5758.78,28913.91,7246.36,2023-03-10 11:31:55
21012599,20060635,2023-12-15 13:23:21,Suite,119423.66,28603.46,8976.28,1679.66,2023-12-21 13:23:21
21012600,20027722,2023-03-17 09:36:21,Suite,87594.65,13951.68,29777.18,10045.03,2023-03-21 09:36:21
21012601,20114156,2023-12-23 02:58:23,Villa,117616.72,32755.11,9688.35,9951.08,2024-01-04 02:58:23
21012602,20068236,2023-05-26 01:14:51,Deluxe,116209.15,39072.58,4184.73,9115.09,2023-06-04 01:14:51
21012603,20069539,2023-11-08 18:49:06,Deluxe,86765.51,40036.13,10724.93,13060.16,2023-11-16 18:49:06
21012604,20052533,2025-07-29 11:53:02,Standard,117687.76,10370.8,20737.77,13494.76,2025-08-11 11:53:02
21012605,20021196,2023-05-17 08:24:25,Executive,80836.82,11456.7,14859.12,6928.49,2023-05-19 08:24:25
21012606,20122910,2023-05-28 16:55:20,Standard,100163.75,15522.86,22436.78,11856.69,2023-06-06 16:55:20
21012607,20068484,2025-08-02 16:15:58,Standard,114763.2,22411.37,6789.83,5505.95,2025-08-15 16:15:58
21012608,20118129,2024-01-06 10:56:30,Executive,124951.11,28665.7,12326.48,12202.92,2024-01-10 10:56:30
21012609,20004490,2023-11-10 00:46:53,Suite,120960.17,49086.78,11132.0,9455.8,2023-11-12 00:46:53
21012610,20068035,2024-01-29 17:41:29,Deluxe,111362.86,17039.33,287.47,1159.09,2024-02-04 17:41:29
21012611,20101087,2025-05-04 02:01:36,Standard,98011.48,11234.98,22561.7,14621.2,2025-05-10 02:01:36
21012612,20105063,2024-06-24 17:41:23,Executive,20336.18,48481.1,16397.57,6810.67,2024-06-28 17:41:23
21012613,20109073,2023-10-02 10:14:27,Executive,13721.38,20594.75,23825.61,819.67,2023-10-14 10:14:27
21012614,20075859,2024-09-25 05:55:27,Deluxe,125741.17,36163.2,13062.22,14000.04,2024-09-26 05:55:27
21012615,20004051,2024-10-23 14:21:08,Deluxe,41578.79,20128.03,5925.29,7501.91,2024-10-29 14:21:08
21012616,20081937,2025-06-15 02:49:41,Deluxe,43300.5,27142.25,13607.77,6499.58,2025-06-18 02:49:41
21012617,20020147,2023-03-15 09:37:40,Standard,117925.87,6297.44,23583.62,2321.78,2023-03-19 09:37:40
21012618,20042332,2025-06-11 04:42:07,Deluxe,74758.38,19029.43,17526.37,8371.27,2025-06-25 04:42:07
21012619,20099171,2024-01-20 12:15:44,Executive,13157.54,33328.24,8218.98,6409.05,2024-01-25 12:15:44
